Year,FIPS,Crop,observed_difference_kgHa,detrended_difference_kgHa
1991,20045,Soybeans,2017.5289529953088,1492.9714252165277
1992,20045,Soybeans,854.0872567680144,-262.27876388938967
1993,20045,Soybeans,887.7127393179358,302.6293429492962
1994,20045,Soybeans,1291.2185299169969,571.6332033486706
1995,20045,Soybeans,100.87644764976562,-504.382238248827
1996,20045,Soybeans,1015.4895730076387,248.82857086942158
1997,20045,Soybeans,1136.5413101873573,511.10733475881125
1998,20045,Soybeans,1203.792275287201,759.9359056282328
1999,20045,Soybeans,1223.9675648171537,894.43783582792
2000,20045,Soybeans,1869.5768297756524,1883.027022795621
2001,20045,Soybeans,1136.5413101873569,847.3621602580297
2002,20045,Soybeans,1755.2501891059183,1761.9752856159027
2003,20045,Soybeans,1923.3776018555275,1997.3536634653549
2004,20045,Soybeans,759.9359056282337,511.1073347588108
2005,20045,Soybeans,840.637063748045,726.310423078311
2006,20045,Soybeans,1378.644784546794,1445.8957496466378
2007,20045,Soybeans,1587.1227763563093,1748.525092595934
2008,20045,Soybeans,1291.2185299169973,1439.170653136653
2009,20045,Soybeans,719.5853265683272,759.9359056282328
2010,20045,Soybeans,497.6571417388427,524.5575277787798
2011,20045,Soybeans,1533.3220042764342,1687.9992240060747
2012,20045,Soybeans,1856.1266367556834,2037.7042425252614
2013,20045,Soybeans,880.9876428079515,934.7884148878265
2014,20045,Soybeans,221.9281848294845,208.47799180951552
2015,20045,Soybeans,706.1351335483573,726.310423078311
2016,20045,Soybeans,585.0833963686391,598.5335893886077
2017,20045,Soybeans,585.0833963686396,598.5335893886077
2018,20045,Soybeans,1062.5652485775295,1096.1907311274517
2019,20045,Soybeans,679.2347475084207,692.6849405283892
2020,20045,Soybeans,860.8123532779978,880.987642807951
2021,20045,Soybeans,901.1629323379047,914.6131253578728
1990,20061,Soybeans,1687.9992240060749,1842.6764437357156
1991,20061,Soybeans,1620.7482589062313,1809.0509611857938
1992,20061,Soybeans,894.4378358279196,524.5575277787798
1993,20061,Soybeans,-363.15521153915597,-1049.11505555756
1994,20061,Soybeans,995.3142834776859,739.76061609828
1995,20061,Soybeans,840.6370637480454,618.7088789185614
1996,20061,Soybeans,544.7328173087326,67.25096509984269
1997,20061,Soybeans,1015.4895730076387,733.0355195882958
1998,20061,Soybeans,914.6131253578733,679.2347475084202
1999,20061,Soybeans,901.1629323379047,699.410037038374
2000,20061,Soybeans,1620.7482589062313,1822.5011542057623
2001,20061,Soybeans,1291.2185299169978,1244.1428543471065
2002,20061,Soybeans,2037.7042425252614,2320.1582959446055
2003,20061,Soybeans,1916.6525053455427,2152.0308831949956
2004,20061,Soybeans,1304.6687229369663,1210.5173717971838
2005,20061,Soybeans,1002.0393799876697,867.537449787983
2006,20061,Soybeans,1472.7961356865753,1506.4216182364967
2007,20061,Soybeans,1365.1945915268252,1378.6447845467942
2008,20061,Soybeans,490.9320452288589,302.6293429492962
2009,20061,Soybeans,390.05559757909214,147.95212321965482
2010,20061,Soybeans,672.5096509984364,578.3582998586548
2011,20061,Soybeans,1190.3420822672324,1197.0671787772162
2012,20061,Soybeans,1761.9752856159034,1842.6764437357147
2013,20061,Soybeans,934.7884148878265,867.5374497879834
2014,20061,Soybeans,1237.4177578371223,1223.9675648171542
2015,20061,Soybeans,551.4579138187182,470.7567556989061
2016,20061,Soybeans,638.8841684485142,558.183010328702
2017,20061,Soybeans,1143.2664066973416,1123.0911171673888
2018,20061,Soybeans,901.1629323379043,880.9876428079519
2019,20061,Soybeans,638.8841684485142,605.2586858985924
2020,20061,Soybeans,813.7366777081083,793.5613881781542
2021,20061,Soybeans,1432.4455566266693,1432.4455566266697
1990,20085,Soybeans,1802.3258646758086,511.1073347588108
1991,20085,Soybeans,2293.257909904667,1418.9953636067007
1992,20085,Soybeans,1223.9675648171537,-464.03165918892
1993,20085,Soybeans,800.2864846881391,-363.15521153915506
1994,20085,Soybeans,1318.1189159569349,0
1995,20085,Soybeans,107.60154415974944,-894.43783582792
1996,20085,Soybeans,1210.5173717971857,-80.70115811981213
1997,20085,Soybeans,1627.4733554162158,706.1351335483578
1998,20085,Soybeans,1123.091117167388,221.9281848294845
1999,20085,Soybeans,1513.1467147464814,941.5135113978108
2000,20085,Soybeans,1412.2702670967158,1055.840152067545
2001,20085,Soybeans,1197.0671787772162,564.9081068386868
2002,20085,Soybeans,1318.1189159569346,975.1389939477322
2003,20085,Soybeans,1802.3258646758086,1661.0988379661371
2004,20085,Soybeans,1049.1150555575605,497.65714173884317
2005,20085,Soybeans,914.6131253578728,517.832431268796
2006,20085,Soybeans,726.3104230783119,403.50579059906204
2007,20085,Soybeans,759.9359056282328,531.282624288764
2008,20085,Soybeans,1102.915827637435,941.5135113978104
2009,20085,Soybeans,457.30656267893664,141.22702670967192
2010,20085,Soybeans,786.8362916681704,659.0594579784674
2011,20085,Soybeans,430.40617663899866,215.20308831949887
2012,20085,Soybeans,1674.5490309861057,1687.9992240060747
2013,20085,Soybeans,1028.9397660276072,921.3382218678571
2014,20085,Soybeans,-336.25482549921844,-558.1830103287025
2015,20085,Soybeans,1176.8918892472625,1109.6409241474198
2016,20085,Soybeans,504.38223824882743,369.8803080491398
2017,20085,Soybeans,531.282624288765,430.4061766389991
2018,20085,Soybeans,645.6092649584989,585.0833963686387
2019,20085,Soybeans,275.7289569093582,201.7528952995308
2020,20085,Soybeans,786.8362916681704,746.4857126082638
2021,20085,Soybeans,672.5096509984364,638.8841684485137
1990,20087,Soybeans,0,0
1991,20087,Soybeans,0,0
1992,20087,Soybeans,0,0
1993,20087,Soybeans,0,0
1994,20087,Soybeans,0,0
1995,20087,Soybeans,0,0
1996,20087,Soybeans,0,0
1997,20087,Soybeans,0,0
1998,20087,Soybeans,0,0
1999,20087,Soybeans,0,0
2000,20087,Soybeans,0,0
2001,20087,Soybeans,0,0
2002,20087,Soybeans,0,0
2003,20087,Soybeans,0,0
2004,20087,Soybeans,0,0
2005,20087,Soybeans,0,0
2006,20087,Soybeans,0,0
2007,20087,Soybeans,0,0
2008,20087,Soybeans,0,0
2009,20087,Soybeans,0,0
2010,20087,Soybeans,0,0
2011,20087,Soybeans,0,0
2012,20087,Soybeans,0,0
2013,20087,Soybeans,0,0
2014,20087,Soybeans,0,0
2015,20087,Soybeans,0,0
2016,20087,Soybeans,0,0
2017,20087,Soybeans,0,0
2018,20087,Soybeans,0,0
2019,20087,Soybeans,0,0
2020,20087,Soybeans,0,0
2021,20087,Soybeans,0,0
1990,20091,Soybeans,759.9359056282326,1304.6687229369663
1991,20091,Soybeans,1210.5173717971854,1842.6764437357149
1992,20091,Soybeans,181.57760576957844,665.7845544884526
1993,20091,Soybeans,-121.0517371797182,121.05173717971866
1994,20091,Soybeans,847.3621602580301,1600.5729693762783
1995,20091,Soybeans,484.2069487188742,975.1389939477322
1996,20091,Soybeans,-121.05173717971866,322.804632479249
1997,20091,Soybeans,988.5891869677016,1788.8756716558396
1998,20091,Soybeans,685.959844018404,1392.0949775667627
1999,20091,Soybeans,295.9042464393119,887.7127393179358
2000,20091,Soybeans,1089.4656346174668,1829.2262507157461
2001,20091,Soybeans,531.282624288765,1271.043240387045
2002,20091,Soybeans,1197.0671787772167,1930.1026983655124
2003,20091,Soybeans,1163.4416962272946,1809.0509611857933
2004,20091,Soybeans,134.5019301996872,531.2826242887645
2005,20091,Soybeans,558.1830103287016,961.6888009277632
2006,20091,Soybeans,766.6610021382176,1143.2664066973412
2007,20091,Soybeans,894.43783582792,1237.4177578371223
2008,20091,Soybeans,954.9637044177789,1237.4177578371227
2009,20091,Soybeans,786.8362916681708,941.5135113978113
2010,20091,Soybeans,901.1629323379047,1022.2146695176234
2011,20091,Soybeans,1526.5969077664502,1795.6007681658243
2012,20091,Soybeans,1358.4694950168412,1587.1227763563095
2013,20091,Soybeans,1015.4895730076382,1123.0911171673888
2014,20091,Soybeans,1076.015441597498,1170.1667927372791
2015,20091,Soybeans,793.5613881781542,840.637063748045
2016,20091,Soybeans,1028.9397660276072,1089.465634617466
2017,20091,Soybeans,948.2386079077946,988.5891869677012
2018,20091,Soybeans,1721.624706555996,1829.2262507157461
2019,20091,Soybeans,235.3783778494526,215.20308831949978
2020,20091,Soybeans,874.2625462979672,887.7127393179358
2021,20091,Soybeans,1163.4416962272944,1183.6169857572477
1990,20103,Soybeans,652.3343614684827,605.2586858985928
1991,20103,Soybeans,1089.4656346174663,1203.7922752872005
1992,20103,Soybeans,1237.4177578371232,1358.469495016841
1993,20103,Soybeans,0,-228.65328133946923
1994,20103,Soybeans,860.8123532779978,692.6849405283883
1995,20103,Soybeans,524.5575277787802,309.3544394592809
1996,20103,Soybeans,215.20308831950024,-208.47799180951506
1997,20103,Soybeans,907.888028847889,652.3343614684827
1998,20103,Soybeans,860.8123532779978,638.8841684485142
1999,20103,Soybeans,934.7884148878265,746.4857126082643
2000,20103,Soybeans,907.8880288478886,733.0355195882962
2001,20103,Soybeans,780.1111951581861,396.7806940890764
2002,20103,Soybeans,1257.5930473670758,1143.2664066973412
2003,20103,Soybeans,1250.8679508570908,1237.4177578371227
2004,20103,Soybeans,659.059457978467,161.40231623962427
2005,20103,Soybeans,1008.764476497654,860.8123532779987
2006,20103,Soybeans,1008.764476497654,961.6888009277641
2007,20103,Soybeans,780.1111951581861,733.0355195882953
2008,20103,Soybeans,611.9837824085771,524.5575277787807
2009,20103,Soybeans,685.959844018405,571.6332033486706
2010,20103,Soybeans,928.0633183778418,948.2386079077946
2011,20103,Soybeans,531.2826242887645,464.0316591889209
2012,20103,Soybeans,1351.744398506857,1472.7961356865744
2013,20103,Soybeans,759.9359056282328,719.5853265683272
2014,20103,Soybeans,464.03165918892046,376.60540455912496
2015,20103,Soybeans,934.7884148878256,934.7884148878261
2016,20103,Soybeans,1035.664862537592,1049.11505555756
2017,20103,Soybeans,800.2864846881384,780.1111951581865
2018,20103,Soybeans,827.1868707280764,820.4617742180926
2019,20103,Soybeans,578.3582998586553,558.183010328702
2020,20103,Soybeans,840.637063748045,840.6370637480454
2021,20103,Soybeans,1116.3660206574045,1129.8162136773722
1990,20117,Soybeans,423.6810801290155,948.2386079077946
1991,20117,Soybeans,907.8880288478888,1634.1984519261996
1992,20117,Soybeans,53.80077207987506,403.50579059906295
1993,20117,Soybeans,753.2108091182483,1405.5451705867313
1994,20117,Soybeans,598.5335893886081,1197.0671787772167
1995,20117,Soybeans,490.932045228858,934.7884148878261
1996,20117,Soybeans,349.7050185191865,807.0115811981241
1997,20117,Soybeans,766.6610021382166,1331.569108976903
1998,20117,Soybeans,739.76061609828,1271.043240387045
1999,20117,Soybeans,1176.8918892472634,1829.226250715747
2000,20117,Soybeans,1102.9158276374353,1620.7482589062313
2001,20117,Soybeans,659.0594579784674,1062.565248577529
2002,20117,Soybeans,1425.7204601166845,1970.4532774254183
2003,20117,Soybeans,2219.281848294839,2985.942850433057
2004,20117,Soybeans,793.5613881781542,1170.1667927372782
2005,20117,Soybeans,706.1351335483573,1042.3899590475767
2006,20117,Soybeans,1123.0911171673888,1526.59690776645
2007,20117,Soybeans,591.8084928786234,840.637063748045
2008,20117,Soybeans,833.9119672380602,1123.0911171673883
2009,20117,Soybeans,840.637063748045,1109.6409241474203
2010,20117,Soybeans,981.8640904577169,1237.4177578371227
2011,20117,Soybeans,659.059457978467,854.0872567680144
2012,20117,Soybeans,1593.847872866294,1889.7521193056054
2013,20117,Soybeans,1183.6169857572477,1405.5451705867313
2014,20117,Soybeans,793.5613881781546,934.7884148878265
2015,20117,Soybeans,1049.1150555575605,1203.7922752872005
2016,20117,Soybeans,961.6888009277641,1096.1907311274508
2017,20117,Soybeans,1748.525092595934,1903.2023123255744
2018,20117,Soybeans,1425.7204601166845,1540.0471007864185
2019,20117,Soybeans,242.1034743594364,275.7289569093591
2020,20117,Soybeans,1371.9196880368108,1439.1706531366535
2021,20117,Soybeans,1062.5652485775295,1096.1907311274517
1990,20127,Soybeans,1889.7521193056057,2273.0826203747147
1991,20127,Soybeans,1903.2023123255744,2353.783778494527
1992,20127,Soybeans,753.2108091182486,517.8324312687951
1993,20127,Soybeans,-369.88030804914,-874.2625462979663
1994,20127,Soybeans,1129.816213677373,1096.1907311274513
1995,20127,Soybeans,1244.142854347107,1351.7443985068571
1996,20127,Soybeans,1042.3899590475767,928.0633183778423
1997,20127,Soybeans,941.5135113978108,773.3860986482014
1998,20127,Soybeans,1607.298065886262,1761.9752856159025
1999,20127,Soybeans,1546.7721972964034,1694.7243205160594
2000,20127,Soybeans,1943.5528913854803,2299.9830064146518
2001,20127,Soybeans,1432.4455566266688,1506.4216182364971
2002,20127,Soybeans,2051.15443554523,2353.783778494527
2003,20127,Soybeans,2057.8795320552144,2353.783778494527
2004,20127,Soybeans,1802.325864675809,1916.6525053455434
2005,20127,Soybeans,1223.9675648171533,1223.9675648171537
2006,20127,Soybeans,1661.0988379661376,1782.1505751458562
2007,20127,Soybeans,2078.0548215851677,2279.8077168846985
2008,20127,Soybeans,1210.5173717971852,1230.6926613271376
2009,20127,Soybeans,995.3142834776854,941.5135113978108
2010,20127,Soybeans,1264.3181438770594,1318.1189159569346
2011,20127,Soybeans,1923.377601855527,2078.0548215851686
2012,20127,Soybeans,2407.584550574402,2589.1621563439794
2013,20127,Soybeans,1573.6725833363403,1627.4733554162158
2014,20127,Soybeans,1640.9235484361839,1701.4494170260432
2015,20127,Soybeans,1210.5173717971857,1217.2424683071695
2016,20127,Soybeans,833.9119672380607,793.5613881781546
2017,20127,Soybeans,1533.3220042764347,1553.497293806388
2018,20127,Soybeans,1277.7683368970288,1291.2185299169973
2019,20127,Soybeans,733.0355195882953,712.8602300583425
2020,20127,Soybeans,1681.2741274960904,1694.7243205160594
2021,20127,Soybeans,1869.5768297756517,1876.301926285636
1990,20131,Soybeans,0,0
1991,20131,Soybeans,0,0
1992,20131,Soybeans,0,0
1993,20131,Soybeans,0,0
1994,20131,Soybeans,0,0
1995,20131,Soybeans,0,0
1996,20131,Soybeans,0,0
1997,20131,Soybeans,0,0
1998,20131,Soybeans,0,0
1999,20131,Soybeans,0,0
2000,20131,Soybeans,0,0
2001,20131,Soybeans,0,0
2002,20131,Soybeans,0,0
2003,20131,Soybeans,0,0
2004,20131,Soybeans,0,0
2005,20131,Soybeans,0,0
2006,20131,Soybeans,0,0
2007,20131,Soybeans,0,0
2008,20131,Soybeans,0,0
2009,20131,Soybeans,0,0
2010,20131,Soybeans,0,0
2011,20131,Soybeans,0,0
2012,20131,Soybeans,0,0
2013,20131,Soybeans,0,0
2014,20131,Soybeans,0,0
2015,20131,Soybeans,0,0
2016,20131,Soybeans,0,0
2017,20131,Soybeans,0,0
2018,20131,Soybeans,0,0
2019,20131,Soybeans,0,0
2020,20131,Soybeans,0,0
2021,20131,Soybeans,0,0
1990,20139,Soybeans,1640.9235484361843,1876.3019262856365
1991,20139,Soybeans,1761.9752856159027,2104.9552076251057
1992,20139,Soybeans,598.5335893886081,316.0795359692647
1993,20139,Soybeans,-316.0795359692654,-739.7606160982796
1994,20139,Soybeans,1123.091117167388,1096.1907311274513
1995,20139,Soybeans,901.1629323379047,867.537449787983
1996,20139,Soybeans,759.9359056282333,551.4579138187173
1997,20139,Soybeans,1156.7165997173106,1096.1907311274513
1998,20139,Soybeans,1614.0231623962468,1768.7003821258868
1999,20139,Soybeans,1324.8440124669191,1392.0949775667636
2000,20139,Soybeans,2004.0787599753398,2360.5088750045115
2001,20139,Soybeans,1445.8957496466376,1526.5969077664504
2002,20139,Soybeans,1842.6764437357144,2064.604628565199
2003,20139,Soybeans,1687.9992240060742,1876.3019262856371
2004,20139,Soybeans,1183.6169857572472,1143.2664066973412
2005,20139,Soybeans,1143.2664066973412,1123.0911171673893
2006,20139,Soybeans,1398.8200740767475,1466.071039176591
2007,20139,Soybeans,1869.5768297756529,2024.2540495052926
2008,20139,Soybeans,1143.2664066973412,1149.9915032073259
2009,20139,Soybeans,1123.091117167388,1096.1907311274508
2010,20139,Soybeans,995.3142834776854,1002.0393799876692
2011,20139,Soybeans,1580.3976798463245,1667.8239344761212
2012,20139,Soybeans,2226.0069448048234,2373.959068024479
2013,20139,Soybeans,1156.7165997173097,1156.7165997173106
2014,20139,Soybeans,1533.3220042764347,1573.6725833363407
2015,20139,Soybeans,1035.6648625375924,1028.9397660276077
2016,20139,Soybeans,894.43783582792,860.8123532779987
2017,20139,Soybeans,746.4857126082647,712.860230058342
2018,20139,Soybeans,1028.9397660276068,1022.2146695176225
2019,20139,Soybeans,847.3621602580297,833.9119672380607
2020,20139,Soybeans,1809.0509611857933,1822.5011542057618
2021,20139,Soybeans,1566.947486826356,1573.6725833363407
1990,20149,Soybeans,0,0
1991,20149,Soybeans,0,0
1992,20149,Soybeans,0,0
1993,20149,Soybeans,0,0
1994,20149,Soybeans,0,0
1995,20149,Soybeans,0,0
1996,20149,Soybeans,0,0
1997,20149,Soybeans,0,0
1998,20149,Soybeans,0,0
1999,20149,Soybeans,0,0
2000,20149,Soybeans,0,0
2001,20149,Soybeans,0,0
2002,20149,Soybeans,0,0
2003,20149,Soybeans,0,0
2004,20149,Soybeans,0,0
2005,20149,Soybeans,0,0
2006,20149,Soybeans,0,0
2007,20149,Soybeans,0,0
2008,20149,Soybeans,0,0
2009,20149,Soybeans,0,0
2010,20149,Soybeans,0,0
2011,20149,Soybeans,0,0
2012,20149,Soybeans,0,0
2013,20149,Soybeans,0,0
2014,20149,Soybeans,0,0
2015,20149,Soybeans,0,0
2016,20149,Soybeans,0,0
2017,20149,Soybeans,0,0
2018,20149,Soybeans,0,0
2019,20149,Soybeans,0,0
2020,20149,Soybeans,0,0
2021,20149,Soybeans,0,0
1990,20161,Soybeans,1378.6447845467942,1277.7683368970283
1991,20161,Soybeans,1714.8996100460122,1809.0509611857942
1992,20161,Soybeans,887.7127393179353,497.6571417388436
1993,20161,Soybeans,-147.95212321965573,-679.2347475084207
1994,20161,Soybeans,692.6849405283892,282.4540534193429
1995,20161,Soybeans,887.7127393179358,706.1351335483578
1996,20161,Soybeans,975.1389939477331,685.9598440184054
1997,20161,Soybeans,1351.7443985068567,1237.4177578371227
1998,20161,Soybeans,793.5613881781546,524.5575277787802
1999,20161,Soybeans,880.9876428079515,692.6849405283888
2000,20161,Soybeans,1304.6687229369663,1378.6447845467942
2001,20161,Soybeans,1116.3660206574036,995.3142834776854
2002,20161,Soybeans,1869.5768297756524,2037.7042425252616
2003,20161,Soybeans,1795.600768165825,1950.2779878954645
2004,20161,Soybeans,1022.214669517623,854.087256768014
2005,20161,Soybeans,544.732817308734,309.35443945928046
2006,20161,Soybeans,1049.1150555575605,975.1389939477322
2007,20161,Soybeans,746.4857126082638,611.9837824085771
2008,20161,Soybeans,504.382238248827,322.80463247924945
2009,20161,Soybeans,511.10733475881216,295.9042464393124
2010,20161,Soybeans,692.6849405283897,605.2586858985928
2011,20161,Soybeans,470.7567556989047,356.4301150291708
2012,20161,Soybeans,1540.0471007864192,1560.2223903163722
2013,20161,Soybeans,1062.565248577529,1008.764476497654
2014,20161,Soybeans,1102.9158276374355,1062.565248577529
2015,20161,Soybeans,672.509650998436,598.5335893886086
2016,20161,Soybeans,598.5335893886081,517.8324312687955
2017,20161,Soybeans,1593.8478728662926,1600.5729693762783
2018,20161,Soybeans,961.6888009277636,941.5135113978108
2019,20161,Soybeans,342.97992200920226,295.9042464393119
2020,20161,Soybeans,1156.7165997173101,1143.2664066973407
2021,20161,Soybeans,1096.1907311274508,1082.7405381074818
1990,20177,Soybeans,1190.3420822672315,423.6810801290144
1991,20177,Soybeans,1674.549030986106,1096.1907311274508
1992,20177,Soybeans,880.9876428079519,33.62548254992225
1993,20177,Soybeans,390.0555975790935,-221.9281848294836
1994,20177,Soybeans,1452.6208461566216,907.8880288478881
1995,20177,Soybeans,201.7528952995308,-215.20308831949978
1996,20177,Soybeans,901.1629323379043,275.72895690935866
1997,20177,Soybeans,1331.5691089769039,894.4378358279196
1998,20177,Soybeans,1149.9915032073259,786.8362916681708
1999,20177,Soybeans,1492.9714252165284,1277.7683368970293
2000,20177,Soybeans,1533.3220042764349,1439.1706531366528
2001,20177,Soybeans,1035.6648625375924,780.1111951581852
2002,20177,Soybeans,1378.644784546794,1291.218529916997
2003,20177,Soybeans,1620.7482589062313,1607.298065886262
2004,20177,Soybeans,699.410037038373,511.1073347588117
2005,20177,Soybeans,867.5374497879825,786.8362916681704
2006,20177,Soybeans,840.637063748045,820.4617742180917
2007,20177,Soybeans,1129.8162136773722,1190.3420822672315
2008,20177,Soybeans,1102.9158276374355,1156.7165997173097
2009,20177,Soybeans,538.0077207987483,517.832431268796
2010,20177,Soybeans,766.6610021382171,786.8362916681708
2011,20177,Soybeans,1230.6926613271376,1291.2185299169978
2012,20177,Soybeans,1452.620846156622,1526.5969077664504
2013,20177,Soybeans,1129.8162136773722,1163.4416962272944
2014,20177,Soybeans,295.9042464393119,282.45405341934384
2015,20177,Soybeans,538.0077207987488,531.282624288764
2016,20177,Soybeans,625.4339754285456,618.7088789185614
2017,20177,Soybeans,578.3582998586548,578.3582998586553
2018,20177,Soybeans,1028.9397660276077,1042.3899590475758
2019,20177,Soybeans,531.282624288765,531.282624288765
2020,20177,Soybeans,1062.5652485775286,1069.2903450875133
2021,20177,Soybeans,921.3382218678571,928.0633183778423
1990,20197,Soybeans,995.3142834776854,1499.6965217265124
1991,20197,Soybeans,1116.3660206574039,1607.298065886262
1992,20197,Soybeans,591.8084928786238,961.6888009277636
1993,20197,Soybeans,-558.1830103287023,-571.6332033486706
1994,20197,Soybeans,800.2864846881389,1190.342082267232
1995,20197,Soybeans,948.2386079077946,1318.1189159569349
1996,20197,Soybeans,699.4100370383735,1049.115055557561
1997,20197,Soybeans,1082.7405381074823,1492.9714252165286
1998,20197,Soybeans,1223.9675648171542,1627.4733554162153
1999,20197,Soybeans,1250.8679508570917,1627.4733554162149
2000,20197,Soybeans,1566.947486826356,1943.5528913854803
2001,20197,Soybeans,948.2386079077951,1244.142854347107
2002,20197,Soybeans,1445.8957496466376,1788.87567165584
2003,20197,Soybeans,1714.899610046012,2071.329725075183
2004,20197,Soybeans,827.1868707280769,1076.015441597498
2005,20197,Soybeans,934.7884148878261,1176.8918892472639
2006,20197,Soybeans,1028.9397660276072,1257.5930473670765
2007,20197,Soybeans,1230.692661327138,1466.0710391765915
2008,20197,Soybeans,638.8841684485142,793.5613881781551
2009,20197,Soybeans,726.3104230783106,887.7127393179358
2010,20197,Soybeans,1035.6648625375917,1190.3420822672315
2011,20197,Soybeans,1681.2741274960902,1876.301926285637
2012,20197,Soybeans,1930.1026983655115,2138.5806901750275
2013,20197,Soybeans,1149.9915032073259,1291.2185299169969
2014,20197,Soybeans,1526.5969077664495,1667.8239344761214
2015,20197,Soybeans,1062.565248577529,1163.4416962272944
2016,20197,Soybeans,753.2108091182481,833.9119672380612
2017,20197,Soybeans,1096.1907311274508,1176.8918892472634
2018,20197,Soybeans,1304.6687229369659,1371.9196880368104
2019,20197,Soybeans,807.0115811981232,847.3621602580297
2020,20197,Soybeans,1540.0471007864185,1580.3976798463254
2021,20197,Soybeans,1432.4455566266688,1459.3459426666063
1990,20209,Soybeans,269.0038603993744,1123.0911171673883
1991,20209,Soybeans,107.60154415975012,766.6610021382176
1992,20209,Soybeans,208.47799180951506,1028.9397660276068
1993,20209,Soybeans,-383.3305010691088,-174.85250925959326
1994,20209,Soybeans,322.804632479249,1163.4416962272944
1995,20209,Soybeans,121.05173717971866,618.7088789185605
1996,20209,Soybeans,-168.127412749609,329.52972898923326
1997,20209,Soybeans,275.72895690935866,887.7127393179362
1998,20209,Soybeans,134.5019301996872,638.8841684485137
1999,20209,Soybeans,195.02779878954652,679.2347475084207
2000,20209,Soybeans,-6.725096509984269,349.705018519187
2001,20209,Soybeans,87.42625462979595,511.10733475881125
2002,20209,Soybeans,87.42625462979686,437.1312731489834
2003,20209,Soybeans,786.8362916681704,1210.5173717971845
2004,20209,Soybeans,121.05173717971866,511.1073347588117
2005,20209,Soybeans,-33.6254825499218,282.4540534193425
2006,20209,Soybeans,295.9042464393119,632.1590719385299
2007,20209,Soybeans,423.68108012901484,753.2108091182486
2008,20209,Soybeans,-40.35057905990652,168.127412749609
2009,20209,Soybeans,-6.725096509984269,228.65328133946787
2010,20209,Soybeans,100.87644764976585,309.35443945928046
2011,20209,Soybeans,316.0795359692647,524.5575277787798
2012,20209,Soybeans,746.4857126082643,961.6888009277636
2013,20209,Soybeans,733.0355195882953,961.6888009277632
2014,20209,Soybeans,363.15521153915597,551.4579138187182
2015,20209,Soybeans,517.832431268796,679.2347475084198
2016,20209,Soybeans,558.1830103287011,706.1351335483587
2017,20209,Soybeans,833.9119672380612,981.8640904577169
2018,20209,Soybeans,948.2386079077951,1069.2903450875133
2019,20209,Soybeans,201.75289529953125,269.0038603993744
2020,20209,Soybeans,558.183010328702,625.4339754285456
2021,20209,Soybeans,706.1351335483573,753.2108091182477
2022,20005,Corn,4136.39354957081,4249.375467465003
2022,20013,Corn,3100.7259688740214,3257.6452992826235
2022,20045,Corn,4205.438054950593,4130.116776354464
2022,20061,Corn,3056.788556359612,3201.1543403355263
2022,20085,Corn,4563.214128282213,4632.258633661998
2022,20087,Corn,2849.655040220254,2874.7621330856327
2022,20091,Corn,0,0
2022,20103,Corn,4249.3754674650045,4305.8664264121
2022,20117,Corn,4017.1348584602692,4174.054188868871
2022,20127,Corn,6157.514525233632,6320.710628858581
2022,20131,Corn,4337.250292493822,4400.01802465726
2022,20139,Corn,5278.766274945446,4337.250292493822
2022,20149,Corn,3339.2433510950978,3395.7343100422004
2022,20161,Corn,3119.556288523052,3138.386608172086
2022,20177,Corn,3558.9304136671444,2968.913731330791
2022,20197,Corn,3966.920672729516,4073.6258174073673
2022,20209,Corn,0,0
2022,20005,Soybeans,1486.2463287065448,1526.59690776645
2022,20013,Soybeans,0,0
2022,20045,Soybeans,1526.5969077664486,1566.9474868263565
2022,20061,Soybeans,1513.1467147464818,1533.322004276435
2022,20085,Soybeans,1506.4216182364971,1486.2463287065439
2022,20087,Soybeans,0,0
2022,20091,Soybeans,1788.8756716558405,1856.126636755684
2022,20103,Soybeans,1499.696521726512,1499.696521726512
2022,20117,Soybeans,1674.5490309861066,1721.6247065559974
2022,20127,Soybeans,1963.7281809154338,1990.6285669553715
2022,20131,Soybeans,0,0
2022,20139,Soybeans,2037.7042425252614,2057.8795320552153
2022,20149,Soybeans,0,0
2022,20161,Soybeans,1459.3459426666059,1479.5212321965591
2022,20177,Soybeans,1526.59690776645,1566.947486826356
2022,20197,Soybeans,1593.847872866293,1371.91968803681
2022,20209,Soybeans,887.7127393179367,941.5135113978108
2023,20005,Corn,2209.424172153147,2259.6383578839013
2023,20013,Corn,1688.451995196585,1776.3268202254021
2023,20045,Corn,3496.1626815037016,3514.993001152732
2023,20061,Corn,5347.8107803252315,5542.390750031903
2023,20085,Corn,2014.8442024464766,2021.120975662825
2023,20087,Corn,1173.7565914563547,1129.8191789419507
2023,20091,Corn,0,0
2023,20103,Corn,2102.7190274752957,2096.442254258951
2023,20117,Corn,2441.664781157884,2542.0931526193926
2023,20127,Corn,8235.126459843555,7883.6271597282785
2023,20131,Corn,2378.8970489944422,2485.60219367229
2023,20139,Corn,6352.094494940298,5548.667523248247
2023,20149,Corn,2334.9596364800345,2385.1738222107833
2023,20161,Corn,5492.176564301149,5598.881708979001
2023,20177,Corn,4023.411631676612,3326.6898046624083
2023,20197,Corn,5485.899791084803,5642.819121493413
2023,20209,Corn,0,0
2023,20005,Soybeans,786.8362916681704,800.2864846881389
2023,20013,Soybeans,0,0
2023,20045,Soybeans,1271.0432403870436,1284.493433407013
2023,20061,Soybeans,2474.835515674245,2515.186094734151
2023,20085,Soybeans,726.3104230783119,712.8602300583425
