Year,FIPS,Crop,WaterManagement,yield_kgHa,yield_kcalHa,yield_kgHa_detrended,yield_kcalHa_detrended
2008,20061,Corn,Irrigated,11473.941439477143,41088.18429476765,13733.579797361046,49179.94925434991
2009,20061,Corn,Irrigated,11423.72725374639,40908.36729566583,13495.062415139966,48325.81850861622
2010,20061,Corn,Irrigated,8906.741193992379,31895.040215686706,10388.059673049602,37199.64168919063
2011,20061,Corn,Irrigated,9277.070813756683,33221.190584062686,10683.068014217779,38256.066558913866
2012,20061,Corn,Irrigated,9716.444938900777,34794.589326203684,11047.12086076574,39559.73980240212
2013,20061,Corn,Irrigated,11329.575655501227,40571.21042234989,12723.019309529633,45561.13214742561
2014,20061,Corn,Irrigated,12208.323905789412,43718.00790663188,13545.27660087072,48505.63550771805
2015,20061,Corn,Irrigated,11109.888592929181,39784.5110512794,12176.940039707692,43605.622282193246
2016,20061,Corn,Irrigated,10614.023508837992,38008.81818514885,11499.048532342518,41178.09279431856
2017,20061,Corn,Irrigated,12089.06521467887,43290.94253376503,12942.706372101678,46347.83151849611
2018,20061,Corn,Irrigated,10595.19318918896,37941.38681048567,11210.316964390688,40144.14504948305
2019,20061,Corn,Irrigated,11141.272459010903,39896.896675718046,11655.967862751122,41740.02091651177
2020,20061,Corn,Irrigated,12710.465763096943,45516.17789765015,13143.563115024692,47067.09951490342
2021,20061,Corn,Irrigated,12923.876052452646,46280.40014383292,13212.607620404478,47314.34788866844
1990,20061,Corn,Non-Irrigated,5630.265575060721,20161.981024292443,6891.896991545898,24679.88312672586
1991,20061,Corn,Non-Irrigated,5172.061130267597,18521.150907488263,6289.326762776859,22522.079137503933
1992,20061,Corn,Non-Irrigated,7921.287799026343,28366.131608313335,9565.802381708516,34255.138328898196
1993,20061,Corn,Non-Irrigated,5178.337903483941,18543.628032375993,6214.005484180729,22252.35363885119
1994,20061,Corn,Non-Irrigated,8191.189047329142,29332.64797848566,9760.382351415185,34951.92920041778
1995,20061,Corn,Non-Irrigated,5956.657782310617,21330.79151845432,7055.093095170848,25264.288373806805
1996,20061,Corn,Non-Irrigated,7469.360127449563,26747.778616396885,8787.48250288184,31467.974842819865
1997,20061,Corn,Non-Irrigated,7099.030507685256,25421.628248020905,8297.894192006992,29714.759101577038
1998,20061,Corn,Non-Irrigated,7023.709229089127,25151.902749368164,8153.528408031077,29197.785229159286
1999,20061,Corn,Non-Irrigated,6653.379609324821,23825.752380992184,7676.493643588919,27489.52373769192
2000,20061,Corn,Non-Irrigated,5837.399091200078,20903.72614558748,6691.040248622885,23960.61513031855
2001,20061,Corn,Non-Irrigated,5674.2029875751305,20319.320898506543,6465.0764128344945,23151.438634360326
2002,20061,Corn,Non-Irrigated,1311.8456022159314,4697.71910153525,1487.5952522735683,5327.0785983916485
2003,20061,Corn,Non-Irrigated,4669.919272960064,16722.980916469987,5253.659182080071,18813.353531028737
2004,20061,Corn,Non-Irrigated,9459.097237030664,33873.02720580681,10576.362869539927,37873.95543582248
2005,20061,Corn,Non-Irrigated,7262.226611310205,26006.033495101845,8071.930356218602,28905.582605618816
2006,20061,Corn,Non-Irrigated,3853.9387548353207,13800.954681065283,4255.652240681347,15239.490673879905
2007,20061,Corn,Non-Irrigated,7481.913673882252,26792.732866172344,8210.019366978177,29400.07935314885
2008,20061,Corn,Non-Irrigated,8718.437997502053,31220.72646905485,9509.311422761417,34052.84420490864
2009,20061,Corn,Non-Irrigated,9722.72171211712,34817.06645109141,10544.979003458207,37761.56981138384
2010,20061,Corn,Non-Irrigated,7488.1904470985955,26815.20999106007,8071.930356218602,28905.582605618816
2011,20061,Corn,Non-Irrigated,4092.4561370563993,14655.085426798965,4387.464478224576,15711.510296522207
2012,20061,Corn,Non-Irrigated,2705.289256244337,9687.640826610972,2881.0389063019743,10317.00032346737
2013,20061,Corn,Non-Irrigated,7864.796840079245,28163.837484323776,8329.278058088712,29827.14472601568
2014,20061,Corn,Non-Irrigated,6753.807980786326,24185.386379195832,7111.584054117945,25466.58249779636
2015,20061,Corn,Non-Irrigated,9220.579854809586,33018.89646007313,9653.677206737335,34569.818077326396
2016,20061,Corn,Non-Irrigated,7915.011025809999,28343.65448342561,8235.12645984355,29489.987852699753
2017,20061,Corn,Non-Irrigated,8366.93869738678,29962.00747534206,8655.670265338611,30995.955220177566
2018,20061,Corn,Non-Irrigated,1418.5507468937826,5079.830224626636,1462.488159408192,5237.170098840736
2019,20061,Corn,Non-Irrigated,7350.101436339022,26320.713243530037,7519.5743131803165,26927.595615498714
2020,20061,Corn,Non-Irrigated,9766.65912463153,34974.40632530551,9936.132001472823,35581.288697274176
2021,20061,Corn,Non-Irrigated,8567.795440309792,30681.275471749366,8668.223811771299,31040.90946995302
1990,20085,Corn,Irrigated,8442.259975982908,30231.732973994793,12509.609020173933,44796.909901242856
1991,20085,Corn,Irrigated,7601.17236499279,27219.79823903918,11097.335046496493,39739.55680150394
1992,20085,Corn,Irrigated,9923.578455040133,35536.33444749872,14285.935840399332,51157.93624447001
1993,20085,Corn,Irrigated,4236.821921032315,15172.05929921672,6013.148741257715,21533.08564244388
1994,20085,Corn,Irrigated,8210.019366978177,29400.07935314885,11492.771759126175,41155.61566943083
1995,20085,Corn,Irrigated,6898.173764762243,24702.36025161359,9528.141742410451,34120.275579571826
1996,20085,Corn,Irrigated,10482.211271294764,37536.79856250655,14279.659067182989,51135.45911958228
1997,20085,Corn,Irrigated,9747.828804982497,34906.97495064232,13105.902475726627,46932.23676557705
1998,20085,Corn,Irrigated,9377.49918521819,33580.82458226634,12440.564514794145,44549.66152747783
1999,20085,Corn,Irrigated,8548.96512066076,30613.84409708618,11197.763417958002,40099.190799707605
2000,20085,Corn,Irrigated,9019.723111886573,32299.628463665817,11662.244635967469,41762.49804139951
2001,20085,Corn,Irrigated,9459.097237030664,33873.02720580681,12076.511668246185,43245.98828398959
2002,20085,Corn,Irrigated,8580.34898674248,30726.229721524818,10821.157024977349,38750.56330644389
2003,20085,Corn,Irrigated,10099.328105097771,36165.69394435512,12578.653525553718,45044.15827500787
2004,20085,Corn,Irrigated,12070.23489502984,43223.51115910186,14850.845429870305,53180.87748436556
2005,20085,Corn,Irrigated,10331.568714102505,36997.34756520107,12559.823205904684,44976.72690034467
2006,20085,Corn,Irrigated,9992.622960419918,35783.58282126373,12001.190389650053,42976.26278533684
2007,20085,Corn,Irrigated,10055.39069258336,36008.35407014101,11938.422657486612,42751.49153645956
2008,20085,Corn,Irrigated,11869.378152106825,42504.24316269454,13928.159767067715,49876.74012586949
2009,20085,Corn,Irrigated,11065.951180414773,39627.171177065306,12836.001227423829,45965.72039540473
2010,20085,Corn,Irrigated,8900.464420776034,31872.563090798976,10206.033249775619,36547.80506744649
2011,20085,Corn,Irrigated,9534.418515626796,34142.752704459555,10814.880251761006,38728.08618155616
2012,20085,Corn,Irrigated,9917.30168182379,35513.857322610995,11122.44213936187,39829.46530105486
2013,20085,Corn,Irrigated,11812.887193159728,42301.94903870499,13105.902475726627,46932.23676557705
2014,20085,Corn,Irrigated,12051.404575380806,43156.07978443867,13225.161166837166,47359.30213844389
2015,20085,Corn,Irrigated,10758.389292813908,38525.79205756661,11681.074955616501,41829.92941606269
2016,20085,Corn,Irrigated,10764.666066030253,38548.269182454336,11561.816264505962,41402.86404319585
2017,20085,Corn,Irrigated,12082.788441462528,43268.46540887731,12842.278000640172,45988.19752029245
2018,20085,Corn,Irrigated,10538.702230241863,37739.09268649611,11084.781500063806,39694.60255172849
2019,20085,Corn,Irrigated,10639.130601703368,38098.72668469976,11078.50472684746,39672.12542684075
2020,20085,Corn,Irrigated,12697.912216664257,45471.22364787471,13087.072156077596,46864.80539091387
2021,20085,Corn,Irrigated,13093.34892929394,46887.2825158016,13356.973404380395,47831.32176108619
1990,20085,Corn,Non-Irrigated,5649.095894709752,20229.412398955625,9534.418515626796,34142.752704459555
1991,20085,Corn,Non-Irrigated,2347.5131829127195,8406.44470801045,3879.0458477006973,13890.863180616197
1992,20085,Corn,Non-Irrigated,7375.2085292044,26410.621743080956,11950.9762039193,42796.44578623501
1993,20085,Corn,Non-Irrigated,3351.796897527787,12002.784690047007,5322.703687459857,19060.601904793748
1994,20085,Corn,Non-Irrigated,7324.994343473647,26230.80474397913,11417.450480530048,40885.8901707781
1995,20085,Corn,Non-Irrigated,4387.464478224576,15711.510296522207,6709.870568271918,24028.04650498174
1996,20085,Corn,Non-Irrigated,7921.287799026343,28366.131608313335,11888.20847175586,42571.67453735773
1997,20085,Corn,Non-Irrigated,6050.809380555781,21667.948391770253,8913.017967208722,31917.51734057443
1998,20085,Corn,Non-Irrigated,7513.297539963972,26905.11849061098,10871.371210708103,38930.38030554572
1999,20085,Corn,Non-Irrigated,4538.107035416835,16250.961293827686,6452.522866401807,23106.48438458487
2000,20085,Corn,Non-Irrigated,7450.529807800531,26680.3472417337,10406.889992698636,37267.073063853815
2001,20085,Corn,Non-Irrigated,7011.155682656439,25106.94849959271,9628.570113871958,34479.90957777548
2002,20085,Corn,Non-Irrigated,2893.5924527346624,10361.954573242825,3910.429713782418,14003.248805054838
2003,20085,Corn,Non-Irrigated,3753.5103833738135,13441.320682861626,4983.757933777271,17846.83716085641
2004,20085,Corn,Non-Irrigated,10275.077755155406,36795.05344121151,13426.017909760181,48078.57013485121
2005,20085,Corn,Non-Irrigated,6734.9776611372945,24117.95500453265,8661.947038554956,31018.432345065296
2006,20085,Corn,Non-Irrigated,6791.468620084392,24320.249128522206,8599.179306391514,30793.66109618801
2007,20085,Corn,Non-Irrigated,7569.788498911069,27107.412614600536,9433.99014416529,33783.1187062559
2008,20085,Corn,Non-Irrigated,8203.74259376183,29377.602228261112,10074.221012232392,36075.7854448042
2009,20085,Corn,Non-Irrigated,9339.838545920127,33445.961832939975,11298.191789419505,40458.82479791125
2010,20085,Corn,Non-Irrigated,5743.247492954916,20566.569272271554,6841.682805815145,24500.066127624035
2011,20085,Corn,Non-Irrigated,5485.899791084805,19645.007151874684,6439.969319969118,23061.53013480941
2012,20085,Corn,Non-Irrigated,2761.780215191435,9889.93495060053,3194.8775671191825,11440.856567853793
2013,20085,Corn,Non-Irrigated,7017.432455872782,25129.42562448043,8009.162624055161,28680.81135674153
2014,20085,Corn,Non-Irrigated,10249.970662290032,36705.144941660605,11536.709171640587,41312.95554364494
2015,20085,Corn,Non-Irrigated,8505.02770814635,30456.504222872078,9440.266917381632,33805.595831143626
2016,20085,Corn,Non-Irrigated,8724.714770718396,31243.203593942577,9553.248835275826,34210.18407912274
2017,20085,Corn,Non-Irrigated,7695.323963237952,27556.955112355106,8316.724511656026,29782.19047624023
2018,20085,Corn,Non-Irrigated,6082.193246637501,21780.33401620889,6483.906732483529,23218.870009023514
2019,20085,Corn,Non-Irrigated,8454.813522415596,30276.68722377025,8894.18764755969,31850.085965911247
2020,20085,Corn,Non-Irrigated,10162.095837261211,36390.4651932324,10557.532549890893,37806.52406115929
2021,20085,Corn,Non-Irrigated,10337.845487318848,37019.82469008879,10601.469962405303,37963.86393537339
1990,20087,Corn,Irrigated,8310.447738439681,29759.7133513525,11888.20847175586,42571.67453735773
1991,20087,Corn,Irrigated,8335.554831305059,29849.621850903415,11775.226553861665,42167.08628937862
1992,20087,Corn,Irrigated,10281.35452837175,36817.53056609924,14336.150026130084,51337.75324357183
1993,20087,Corn,Irrigated,6320.710628858579,22634.46476194257,8705.884451069363,31175.77221927939
1994,20087,Corn,Irrigated,7663.940097156232,27444.569487916466,10419.443539131322,37312.02731362926
1995,20087,Corn,Irrigated,7670.2168703725765,27467.046612804195,10300.184848020783,36884.96194076242
1996,20087,Corn,Irrigated,10325.291940886162,36974.870440313345,13702.195931279326,49067.56362991127
1997,20087,Corn,Irrigated,10626.577055270682,38053.772434924314,13934.436540284058,49899.21725075721
1998,20087,Corn,Irrigated,9691.3378460354,34704.680826652766,12553.546432688341,44954.24977545695
1999,20087,Corn,Irrigated,9138.981802997112,32726.693836532657,11699.905275265535,41897.360790725885
2000,20087,Corn,Irrigated,9603.46302100658,34390.001078224566,12151.832946842313,43515.71378264232
2001,20087,Corn,Irrigated,10118.158424746802,36233.1253190183,12660.25157736619,45336.36089854833
2002,20087,Corn,Irrigated,8730.99154393474,31265.680718830306,10802.326705328318,38683.13193178071
2003,20087,Corn,Irrigated,10193.479703342933,36502.850817671046,12471.948380875865,44662.04715191647
2004,20087,Corn,Irrigated,12220.8774522221,43762.96215640734,14781.800924490522,52933.62911060056
2005,20087,Corn,Irrigated,10877.647983924448,38952.85743043345,13018.02765069781,46617.55701714886
2006,20087,Corn,Irrigated,9967.515867554543,35693.67432171282,11800.33364672704,42256.99478892953
2007,20087,Corn,Irrigated,10708.175107083154,38345.97505846478,12540.992886255654,44909.2955256815
2008,20087,Corn,Irrigated,11505.325305558865,41200.5699192063,13331.86631151502,47741.41326153529
2009,20087,Corn,Irrigated,11756.396234212632,42099.65491471544,13476.232095490934,48258.38713395303
2010,20087,Corn,Irrigated,8448.536749199253,30254.210098882526,9584.632701357548,34322.56970356138
2011,20087,Corn,Irrigated,9823.150083578626,35176.70044929506,11028.290541116707,39492.30842773893
2012,20087,Corn,Irrigated,10024.00682650164,35895.96844570237,11141.272459010903,39896.896675718046
2013,20087,Corn,Irrigated,11279.361469770472,40391.39342324806,12409.180648712423,44437.27590303919
2014,20087,Corn,Irrigated,11925.869111053924,42706.5372866841,12992.920557832433,46527.64851759794
2015,20087,Corn,Irrigated,11078.50472684746,39672.12542684075,11950.9762039193,42796.44578623501
2016,20087,Corn,Irrigated,10275.077755155406,36795.05344121151,10978.076355385954,39312.4914286371
2017,20087,Corn,Irrigated,12296.19873081823,44032.68765506009,13005.47410426512,46572.6027673734
2018,20087,Corn,Irrigated,11103.611819712838,39762.033926391676,11637.137543102093,41672.589541848596
2019,20087,Corn,Irrigated,11222.870510823377,40189.099299258516,11649.69108953478,41717.54379162404
2020,20087,Corn,Irrigated,11643.414316318436,41695.06666673632,11969.806523568332,42863.87716089819
2021,20087,Corn,Irrigated,12754.403175611355,45673.51777186426,12992.920557832433,46527.64851759794
1990,20087,Corn,Non-Irrigated,6847.95957903149,24522.543252511765,10312.738394453472,36929.916190537886
1991,20087,Corn,Non-Irrigated,4111.286456705431,14722.516801462149,6101.023566286533,21847.765390872075
1992,20087,Corn,Non-Irrigated,8869.080554694314,31760.17746636034,12961.53669175071,46415.26289315929
1993,20087,Corn,Non-Irrigated,4161.5006424361845,14902.333800563976,5994.318421608683,21465.654267780694
1994,20087,Corn,Non-Irrigated,7168.075013065042,25668.876621785916,10168.372610477556,36412.94231812013
1995,20087,Corn,Non-Irrigated,5573.774616113623,19959.686900302884,7795.75233469946,27916.58911055877
1996,20087,Corn,Non-Irrigated,8015.439397271506,28703.288481629264,11053.397633982084,39582.21692728984
1997,20087,Corn,Non-Irrigated,6603.165423594067,23645.935381890355,8982.062472588506,32164.765714339443
1998,20087,Corn,Non-Irrigated,7663.940097156232,27444.569487916466,10281.35452837175,36817.53056609924
1999,20087,Corn,Non-Irrigated,5228.552089214693,18723.445031477815,6917.0040844112755,24769.791626276776
2000,20087,Corn,Non-Irrigated,7776.922015050428,27849.157735895584,10155.819064044868,36367.988068344675
2001,20087,Corn,Non-Irrigated,7212.012425579453,25826.21649600002,9295.901133405716,33288.62195872587
2002,20087,Corn,Non-Irrigated,3289.0291653643453,11778.01344116972,4180.330962085217,14969.765175227161
2003,20087,Corn,Non-Irrigated,4531.830262200491,16228.484168939958,5693.033307224163,20386.752273169728
2004,20087,Corn,Non-Irrigated,10111.881651530459,36210.648194130576,12534.716113039309,44886.81840079377
2005,20087,Corn,Non-Irrigated,6772.63830043536,24252.817753859024,8291.617418790649,29692.281976689315
2006,20087,Corn,Non-Irrigated,5849.952637632768,20948.680395362942,7073.92341481988,25331.71974846999
2007,20087,Corn,Non-Irrigated,8034.269716920538,28770.719856292446,9597.186247790236,34367.52395333684
2008,20087,Corn,Non-Irrigated,8379.492243819468,30006.961725117515,9885.917815742068,35401.47169817235
2009,20087,Corn,Non-Irrigated,9295.901133405716,33288.62195872587,10839.987344626381,38817.99468110707
2010,20087,Corn,Non-Irrigated,6534.12091821428,23398.687008125336,7532.127859613004,26972.549865274166
2011,20087,Corn,Non-Irrigated,6822.8524861661135,24432.634752960854,7770.645241834083,27826.68061100785
2012,20087,Corn,Non-Irrigated,2611.137657999175,9350.483953295046,2937.5298652490715,10519.294447456925
2013,20087,Corn,Non-Irrigated,7080.200188036223,25354.196873357716,7883.627159728278,28231.26885898696
2014,20087,Corn,Non-Irrigated,10802.326705328318,38683.13193178071,11888.20847175586,42571.67453735773
2015,20087,Corn,Non-Irrigated,7739.261375752362,27714.29498656921,8423.429656333876,30164.301599331608
2016,20087,Corn,Non-Irrigated,8649.393492122268,30973.47809528984,9314.73145305475,33356.053333389056
2017,20087,Corn,Non-Irrigated,9816.873310362282,35154.22332440733,10457.104178429387,37446.89006295563
2018,20087,Corn,Non-Irrigated,6483.906732483529,23218.870009023514,6829.129259382457,24455.11187784858
2019,20087,Corn,Non-Irrigated,8749.821863583773,31333.11209349349,9120.15148334808,32659.26246186947
2020,20087,Corn,Non-Irrigated,10325.291940886162,36974.870440313345,10651.684148136057,38143.68093447522
2021,20087,Corn,Non-Irrigated,10055.39069258336,36008.35407014101,10262.524208722718,36750.09919143605
1990,20091,Corn,Irrigated,5699.310080440506,20409.22939805745,7984.055531189784,28590.902857190616
1991,20091,Corn,Irrigated,2931.2530920327276,10496.817322569197,4054.7954977583336,14520.222677472593
1992,20091,Corn,Irrigated,7896.180706160965,28276.223108762417,10802.326705328318,38683.13193178071
1993,20091,Corn,Irrigated,3979.474219162204,14250.497178819853,5379.194646406954,19262.896028783303
1994,20091,Corn,Irrigated,5686.756534007818,20364.275148281995,7594.895591776446,27197.321114151455
1995,20091,Corn,Irrigated,4927.266974830173,17644.54303686685,6509.013825348905,23308.77850857443
1996,20091,Corn,Irrigated,8492.474161713662,30411.549973096626,11091.058273280149,39717.07967661621
1997,20091,Corn,Irrigated,5774.631359036636,20678.954896710195,7456.806581016874,26702.824366621426
1998,20091,Corn,Irrigated,7494.467220314939,26837.687115947796,9572.07915492486,34277.615453785926
1999,20091,Corn,Irrigated,6220.2822573970725,22274.830763738915,7858.520066862901,28141.36035943605
2000,20091,Corn,Irrigated,7180.628559497732,25713.83087156138,8969.508926155819,32119.811464563987
2001,20091,Corn,Irrigated,7337.547889906336,26275.75899375459,9069.937297617325,32479.445462767642
2002,20091,Corn,Irrigated,2887.315679518318,10339.477448355097,3527.546547585424,12632.144186903402
2003,20091,Corn,Irrigated,4312.143199628445,15441.784797869459,5215.998542782006,18678.490781702363
2004,20091,Corn,Irrigated,9936.132001472823,35581.288697274176,11894.485244972202,42594.15166224546
2005,20091,Corn,Irrigated,6709.870568271918,24028.04650498174,7952.671665108063,28478.517232751976
2006,20091,Corn,Irrigated,6653.379609324821,23825.752380992184,7802.029107915803,27939.06623544649
2007,20091,Corn,Irrigated,7306.164023824615,26163.373369315945,8486.197388497318,30389.072848208893
2008,20091,Corn,Irrigated,7550.9581792620365,27039.98123993735,8680.777358203988,31085.86371972848
2009,20091,Corn,Irrigated,9057.383751184638,32434.491212992187,10312.738394453472,36929.916190537886
2010,20091,Corn,Irrigated,5316.426914243512,19038.12477990602,5994.318421608683,21465.654267780694
2011,20091,Corn,Irrigated,2918.699545600039,10451.86307279374,3257.6452992826244,11665.627816731077
2012,20091,Corn,Irrigated,1983.4603363647577,7102.771464522198,2190.593852504115,7844.516585817236
2013,20091,Corn,Irrigated,6251.666123478793,22387.21638817756,6847.95957903149,24522.543252511765
2014,20091,Corn,Irrigated,9277.070813756683,33221.190584062686,10061.667465799706,36030.831195028746
2015,20091,Corn,Irrigated,8749.821863583773,31333.11209349349,9402.606278083567,33670.733081817256
2016,20091,Corn,Irrigated,8423.429656333876,30164.301599331608,8969.508926155819,32119.811464563987
2017,20091,Corn,Irrigated,9459.097237030664,33873.02720580681,9980.06941398723,35738.62857148827
2018,20091,Corn,Irrigated,4895.883108748453,17532.157412428212,5115.570171320499,18318.856783498708
2019,20091,Corn,Irrigated,8523.858027795384,30523.93559753527,8831.419915396247,31625.31471703396
2020,20091,Corn,Irrigated,9647.400433520988,34547.34095243866,9904.7481353911,35468.90307283553
2021,20091,Corn,Irrigated,7463.083354233218,26725.301491509155,7594.895591776446,27197.321114151455
1990,20091,Corn,Non-Irrigated,5699.310080440506,20409.22939805745,7984.055531189784,28590.902857190616
1991,20091,Corn,Non-Irrigated,2931.2530920327276,10496.817322569197,4054.7954977583336,14520.222677472593
1992,20091,Corn,Non-Irrigated,7896.180706160965,28276.223108762417,10802.326705328318,38683.13193178071
1993,20091,Corn,Non-Irrigated,3979.474219162204,14250.497178819853,5379.194646406954,19262.896028783303
1994,20091,Corn,Non-Irrigated,5686.756534007818,20364.275148281995,7594.895591776446,27197.321114151455
1995,20091,Corn,Non-Irrigated,4927.266974830173,17644.54303686685,6509.013825348905,23308.77850857443
1996,20091,Corn,Non-Irrigated,8492.474161713662,30411.549973096626,11091.058273280149,39717.07967661621
1997,20091,Corn,Non-Irrigated,5774.631359036636,20678.954896710195,7456.806581016874,26702.824366621426
1998,20091,Corn,Non-Irrigated,7494.467220314939,26837.687115947796,9572.07915492486,34277.615453785926
1999,20091,Corn,Non-Irrigated,6220.2822573970725,22274.830763738915,7858.520066862901,28141.36035943605
2000,20091,Corn,Non-Irrigated,7180.628559497732,25713.83087156138,8969.508926155819,32119.811464563987
2001,20091,Corn,Non-Irrigated,7337.547889906336,26275.75899375459,9069.937297617325,32479.445462767642
2002,20091,Corn,Non-Irrigated,2887.315679518318,10339.477448355097,3527.546547585424,12632.144186903402
2003,20091,Corn,Non-Irrigated,4312.143199628445,15441.784797869459,5215.998542782006,18678.490781702363
2004,20091,Corn,Non-Irrigated,9936.132001472823,35581.288697274176,11894.485244972202,42594.15166224546
2005,20091,Corn,Non-Irrigated,6709.870568271918,24028.04650498174,7952.671665108063,28478.517232751976
2006,20091,Corn,Non-Irrigated,6653.379609324821,23825.752380992184,7802.029107915803,27939.06623544649
2007,20091,Corn,Non-Irrigated,7306.164023824615,26163.373369315945,8486.197388497318,30389.072848208893
2008,20091,Corn,Non-Irrigated,7550.9581792620365,27039.98123993735,8680.777358203988,31085.86371972848
2009,20091,Corn,Non-Irrigated,9057.383751184638,32434.491212992187,10312.738394453472,36929.916190537886
2010,20091,Corn,Non-Irrigated,5316.426914243512,19038.12477990602,5994.318421608683,21465.654267780694
2011,20091,Corn,Non-Irrigated,2918.699545600039,10451.86307279374,3257.6452992826244,11665.627816731077
2012,20091,Corn,Non-Irrigated,1983.4603363647577,7102.771464522198,2190.593852504115,7844.516585817236
2013,20091,Corn,Non-Irrigated,6251.666123478793,22387.21638817756,6847.95957903149,24522.543252511765
2014,20091,Corn,Non-Irrigated,9277.070813756683,33221.190584062686,10061.667465799706,36030.831195028746
2015,20091,Corn,Non-Irrigated,8749.821863583773,31333.11209349349,9402.606278083567,33670.733081817256
2016,20091,Corn,Non-Irrigated,8423.429656333876,30164.301599331608,8969.508926155819,32119.811464563987
2017,20091,Corn,Non-Irrigated,9459.097237030664,33873.02720580681,9980.06941398723,35738.62857148827
2018,20091,Corn,Non-Irrigated,4895.883108748453,17532.157412428212,5115.570171320499,18318.856783498708
2019,20091,Corn,Non-Irrigated,8523.858027795384,30523.93559753527,8831.419915396247,31625.31471703396
2020,20091,Corn,Non-Irrigated,9647.400433520988,34547.34095243866,9904.7481353911,35468.90307283553
2021,20091,Corn,Non-Irrigated,7463.083354233218,26725.301491509155,7594.895591776446,27197.321114151455
1990,20103,Corn,Irrigated,8147.251634814734,29175.30810427156,11762.673007428975,42122.13203960316
1991,20103,Corn,Irrigated,7977.77875797344,28568.42573230289,11367.236294799291,40706.07317167626
1992,20103,Corn,Irrigated,9948.68554790551,35626.242947049635,13984.650726014812,50079.03424985904
1993,20103,Corn,Irrigated,5536.113976815558,19824.824150976514,7682.770416805265,27512.000862579654
1994,20103,Corn,Irrigated,9754.105578198842,34929.452075530055,13363.250177596738,47853.79888597392
1995,20103,Corn,Irrigated,7751.81492218505,27759.24923634466,10488.488044511108,37559.27568739428
1996,20103,Corn,Irrigated,9459.097237030664,33873.02720580681,12635.144484500815,45246.45239899742
1997,20103,Corn,Irrigated,9961.239094338198,35671.19719682509,13143.563115024692,47067.09951490342
1998,20103,Corn,Irrigated,8774.928956449152,31423.020593044414,11436.280800179076,40953.32154544127
1999,20103,Corn,Irrigated,8366.93869738678,29962.00747534206,10777.219612462939,38593.22343222978
2000,20103,Corn,Irrigated,9929.855228256478,35558.81157238645,12635.144484500815,45246.45239899742
2001,20103,Corn,Irrigated,9471.650783463354,33917.98145558227,11913.315564621234,42661.58303690864
2002,20103,Corn,Irrigated,8266.510325925272,29602.373477138397,10275.077755155406,36795.05344121151
2003,20103,Corn,Irrigated,9113.874710131735,32636.785336981742,11197.763417958002,40099.190799707605
2004,20103,Corn,Irrigated,12026.29748251543,43066.17128488776,14612.32804764923,52326.74673863189
2005,20103,Corn,Irrigated,10312.738394453472,36929.916190537886,12390.350329063394,44369.844528376016
2006,20103,Corn,Irrigated,10921.585396438855,39110.19730464754,12974.0902381834,46460.21714293476
2007,20103,Corn,Irrigated,10959.24603573692,39245.06005397391,12879.938639938237,46123.06026961882
2008,20103,Corn,Irrigated,10695.621560650467,38301.02080868932,12434.287741577802,44527.18440259011
2009,20103,Corn,Irrigated,11022.013767900364,39469.831302851206,12672.80512379888,45381.31514832379
2010,20103,Corn,Irrigated,8768.652183232805,31400.543468156677,9973.792640770887,35716.15144660055
2011,20103,Corn,Irrigated,8279.063872357961,29647.32772691386,9321.008226271093,33378.530458276786
2012,20103,Corn,Irrigated,9998.8997336362645,35806.059946151465,11141.272459010903,39896.896675718046
2013,20103,Corn,Irrigated,10588.916415972615,37918.90968559794,11674.798182400156,41807.45229117496
2014,20103,Corn,Irrigated,12465.671607659522,44639.57002702875,13608.044333034162,48730.40675659534
2015,20103,Corn,Irrigated,10570.086096323583,37851.47831093475,11417.450480530048,40885.8901707781
2016,20103,Corn,Irrigated,10149.542290828524,36345.510943456946,10858.817664275413,38885.42605577026
2017,20103,Corn,Irrigated,12471.948380875865,44662.04715191647,13206.330847188134,47291.87076378071
2018,20103,Corn,Irrigated,12089.06521467887,43290.94253376503,12679.081897015225,45403.79227321152
2019,20103,Corn,Irrigated,9728.998485333463,34839.54357597913,10105.604878314114,36188.17106924284
2020,20103,Corn,Irrigated,12045.127802164463,43133.60265955094,12390.350329063394,44369.844528376016
2021,20103,Corn,Irrigated,12227.154225438444,43785.43928129507,12459.394834443177,44617.09290214102
1990,20103,Corn,Non-Irrigated,6063.362926988468,21712.9026415457,9503.034649545074,34030.36708002091
1991,20103,Corn,Non-Irrigated,4487.892849686082,16071.144294725858,6910.727311194931,24747.314501389046
1992,20103,Corn,Non-Irrigated,7845.966520430214,28096.406109660595,11888.20847175586,42571.67453735773
1993,20103,Corn,Non-Irrigated,3540.1000940181116,12677.098436678858,5272.489501729104,18880.78490569192
1994,20103,Corn,Non-Irrigated,6163.791298449975,22072.53663974936,9038.553431535605,32367.059838329
1995,20103,Corn,Non-Irrigated,5762.077812603949,20634.00064693474,8316.724511656026,29782.19047624023
1996,20103,Corn,Non-Irrigated,6785.191846868048,24297.77200363448,9641.123660304645,34524.86382755094
1997,20103,Corn,Non-Irrigated,6716.147341488262,24050.523629869465,9396.329504867223,33648.255956929526
1998,20103,Corn,Non-Irrigated,6797.745393300736,24342.726253409935,9364.945638785503,33535.870332490886
1999,20103,Corn,Non-Irrigated,4494.1696229024255,16093.621419613586,6101.023566286533,21847.765390872075
