Year,FIPS,Crop,WaterManagement,yield_kgHa,yield_kcalHa,yield_kgHa_detrended,yield_kcalHa_detrended
2000,20103,Corn,Non-Irrigated,7249.673064877517,25961.07924532639,9697.614619251743,34727.15795154049
2001,20103,Corn,Non-Irrigated,5818.568771551047,20836.294770924298,7670.2168703725765,27467.046612804195
2002,20103,Corn,Non-Irrigated,2943.806638465416,10541.771572344654,3822.5548887535997,13688.56905662664
2003,20103,Corn,Non-Irrigated,4356.080612142854,15599.12467208356,5580.0513893299685,19982.164025190617
2004,20103,Corn,Non-Irrigated,9785.489444280562,35041.83769996869,12358.966462981673,44257.45890393737
2005,20103,Corn,Non-Irrigated,6170.068071666319,22095.01376463709,7689.047190021609,27534.47798746738
2006,20103,Corn,Non-Irrigated,5630.265575060721,20161.981024292443,6923.28085762762,24792.26875116451
2007,20103,Corn,Non-Irrigated,7500.743993531284,26860.16424083553,9095.044390482703,32569.353962318557
2008,20103,Corn,Non-Irrigated,7858.520066862901,28141.36035943605,9408.883051299912,33693.210206704985
2009,20103,Corn,Non-Irrigated,9025.999885102918,32322.105588553546,10664.237694568747,38188.63518425068
2010,20103,Corn,Non-Irrigated,6013.148741257715,21533.08564244388,7011.155682656439,25106.94849959271
2011,20103,Corn,Non-Irrigated,5699.310080440506,20409.22939805745,6565.504784296002,23511.072632563984
2012,20103,Corn,Non-Irrigated,2937.5298652490715,10519.294447456925,3339.2433510950987,11957.830440271548
2013,20103,Corn,Non-Irrigated,7312.440797040958,26185.85049420367,8216.29614019452,29422.556478036575
2014,20103,Corn,Non-Irrigated,9383.775958434535,33603.30170715407,10413.166765914979,37289.55018874154
2015,20103,Corn,Non-Irrigated,8498.750934930007,30434.027097984355,9314.73145305475,33356.053333389056
2016,20103,Corn,Non-Irrigated,7538.404632829349,26995.0269901619,8166.081954463765,29242.73947893474
2017,20103,Corn,Non-Irrigated,9044.83020475195,32389.53696321673,9685.061072819055,34682.20370176504
2018,20103,Corn,Non-Irrigated,7174.351786281387,25691.353746673645,7588.618818560102,27174.843989263725
2019,20103,Corn,Non-Irrigated,7588.618818560102,27174.843989263725,7940.118118675376,28433.56298297652
2020,20103,Corn,Non-Irrigated,9471.650783463354,33917.98145558227,9798.04299071325,35086.79194974415
2021,20103,Corn,Non-Irrigated,8498.750934930007,30434.027097984355,8693.330904636676,31130.817969503936
1990,20117,Corn,Irrigated,7029.986002305472,25174.379874255894,13501.339188356309,48348.29563350394
1991,20117,Corn,Irrigated,5730.693946522228,20521.6150224961,10708.175107083154,38345.97505846478
1992,20117,Corn,Irrigated,7977.77875797344,28568.42573230289,14511.89967618772,51967.11274042822
1993,20117,Corn,Irrigated,4280.7593335467245,15329.39917343082,7582.3420453437575,27152.366864375996
1994,20117,Corn,Irrigated,8009.162624055161,28680.81135674153,13834.008168822551,49539.58325255355
1995,20117,Corn,Irrigated,7036.262775521815,25196.856999143616,11856.82460567414,42459.28891291909
1996,20117,Corn,Irrigated,9766.65912463153,34974.40632530551,16068.539433841075,57541.43971258489
1997,20117,Corn,Irrigated,8768.652183232805,31400.543468156677,14085.079097476319,50438.6682480627
1998,20117,Corn,Irrigated,9051.106977968293,32412.014088104457,14210.614561803202,50888.21074581727
1999,20117,Corn,Irrigated,8636.839945689577,30928.523845514374,13256.545032918888,47471.68776288254
2000,20117,Corn,Irrigated,8730.99154393474,31265.680718830306,13105.902475726627,46932.23676557705
2001,20117,Corn,Irrigated,9440.266917381632,33805.595831143626,13871.668808120616,49674.44600187992
2002,20117,Corn,Irrigated,8015.439397271506,28703.288481629264,11530.43239842424,41290.4784187572
2003,20117,Corn,Irrigated,8806.312822530872,31535.40621748305,12409.180648712423,44437.27590303919
2004,20117,Corn,Irrigated,11988.636843217366,42931.30853556139,16558.127744715923,59294.65545382772
2005,20117,Corn,Irrigated,12007.467162866398,42998.73991022457,16256.8426303314,58215.75345921674
2006,20117,Corn,Irrigated,9860.810722876691,35311.56319862143,13093.34892929394,46887.2825158016
2007,20117,Corn,Irrigated,10501.041590943796,37604.22993716973,13677.088838413947,48977.65513036034
2008,20117,Corn,Irrigated,10846.264117842728,38840.471805994806,13865.392034904273,49651.9688769922
2009,20117,Corn,Irrigated,12384.073555847048,44347.36740348828,15541.290483668166,55653.3612220157
2010,20117,Corn,Irrigated,9892.194588958413,35423.94882306008,12195.770359356724,43673.05365685643
2011,20117,Corn,Irrigated,10821.157024977349,38750.56330644389,13105.902475726627,46932.23676557705
2012,20117,Corn,Irrigated,9289.624360189371,33266.14483383814,11053.397633982084,39582.21692728984
2013,20117,Corn,Irrigated,12013.743936082741,43021.2170351123,14053.695231394597,50326.28262362405
2014,20117,Corn,Irrigated,12723.019309529633,45561.13214742561,14637.435140514604,52416.6552381828
2015,20117,Corn,Irrigated,10770.942839246596,38570.74630734206,12183.216812924034,43628.09940708097
2016,20117,Corn,Irrigated,11298.191789419505,40458.82479791125,12572.376752337375,45021.68115012014
2017,20117,Corn,Irrigated,13356.973404380395,47831.32176108619,14631.15836729826,52394.17811329507
2018,20117,Corn,Irrigated,13890.49912776965,49741.87737654312,14976.380894197191,53630.41998212014
2019,20117,Corn,Irrigated,10074.221012232392,36075.7854448042,10695.621560650467,38301.02080868932
2020,20117,Corn,Irrigated,12697.912216664257,45471.22364787471,13275.37535256792,47539.11913754572
2021,20117,Corn,Irrigated,14223.16810823589,50933.16499559272,14643.711913730951,52439.13236307054
1990,20117,Corn,Non-Irrigated,4933.543748046517,17667.02016175458,8636.839945689577,30928.523845514374
1991,20117,Corn,Non-Irrigated,2950.08341168176,10564.248697232382,5052.802439157057,18094.08553462142
1992,20117,Corn,Non-Irrigated,7205.735652363107,25803.739371112286,12070.23489502984,43223.51115910186
1993,20117,Corn,Non-Irrigated,3345.5201243114425,11980.307565159275,5485.899791084805,19645.007151874684
1994,20117,Corn,Non-Irrigated,6885.620218329555,24657.40600183814,11053.397633982084,39582.21692728984
1995,20117,Corn,Non-Irrigated,5404.30173927233,19352.804528334214,8498.750934930007,30434.027097984355
1996,20117,Corn,Non-Irrigated,7067.6466416035355,25309.24262358226,10890.201530357135,38997.8116802089
1997,20117,Corn,Non-Irrigated,6816.575712949769,24410.15762807312,10293.90807480444,36862.4848158747
1998,20117,Corn,Non-Irrigated,7124.137600550634,25511.53674757182,10551.25577667455,37784.04693627157
1999,20117,Corn,Non-Irrigated,5950.381009094273,21308.314393566594,8649.393492122268,30973.47809528984
2000,20117,Corn,Non-Irrigated,6728.700887920951,24095.477879644925,9597.186247790236,34367.52395333684
2001,20117,Corn,Non-Irrigated,7507.020766747627,26882.64136572325,10513.595137376486,37649.1841869452
2002,20117,Corn,Non-Irrigated,1299.2920557832433,4652.7648517597945,1788.8803666580886,6405.980593002615
2003,20117,Corn,Non-Irrigated,2134.102893557018,7642.222461827681,2881.0389063019743,10317.00032346737
2004,20117,Corn,Non-Irrigated,9565.802381708516,34255.138328898196,12704.1889898806,45493.70077276243
2005,20117,Corn,Non-Irrigated,7412.869168502465,26545.484492407326,9678.78429960271,34659.72657687731
2006,20117,Corn,Non-Irrigated,5247.382408863726,18790.876406141,6734.9776611372945,24117.95500453265
2007,20117,Corn,Non-Irrigated,7293.610477391926,26118.419119540486,9208.026308376897,32973.94221029767
2008,20117,Corn,Non-Irrigated,8843.973461828937,31670.26896680942,10984.353128602299,39334.968553524835
2009,20117,Corn,Non-Irrigated,9051.106977968293,32412.014088104457,11065.951180414773,39627.171177065306
2010,20117,Corn,Non-Irrigated,6741.25443435364,24140.432129420384,8109.590995516667,29040.445354945186
2011,20117,Corn,Non-Irrigated,7431.699488151498,26612.915867070515,8806.312822530872,31535.40621748305
2012,20117,Corn,Non-Irrigated,4764.070871205226,17060.137789785913,5561.221069680935,19914.73265052743
2013,20117,Corn,Non-Irrigated,8919.294740425066,31939.99446546216,10249.970662290032,36705.144941660605
2014,20117,Corn,Non-Irrigated,8266.510325925272,29602.373477138397,9364.945638785503,33535.870332490886
2015,20117,Corn,Non-Irrigated,9741.552031766152,34884.49782575459,10871.371210708103,38930.38030554572
2016,20117,Corn,Non-Irrigated,8128.4213151657,29107.87672960837,8944.401833290443,32029.902965013076
2017,20117,Corn,Non-Irrigated,6126.13065915191,21937.67389042299,6647.102836108476,23803.275256104454
2018,20117,Corn,Non-Irrigated,7814.582654348492,27984.02048522195,8360.661924170434,29939.530350454323
2019,20117,Corn,Non-Irrigated,8429.706429550222,30186.778724219344,8894.18764755969,31850.085965911247
2020,20117,Corn,Non-Irrigated,10231.140342640998,36637.713566997416,10645.407374919714,38121.203809587496
2021,20117,Corn,Non-Irrigated,10287.631301588097,36840.007690986975,10563.80932310724,37829.001186047026
1990,20127,Corn,Irrigated,8128.4213151657,29107.87672960837,12603.760618419094,45134.06677455877
1991,20127,Corn,Irrigated,6772.63830043536,24252.817753859024,10331.568714102505,36997.34756520107
1992,20127,Corn,Irrigated,8938.125060074099,32007.425840125346,13413.464363327492,48033.61588507575
1993,20127,Corn,Irrigated,4487.892849686082,16071.144294725858,6628.272516459444,23735.84388144127
1994,20127,Corn,Irrigated,6804.022166517081,24365.20337829767,9892.194588958413,35423.94882306008
1995,20127,Corn,Irrigated,7055.093095170848,25264.288373806805,10099.328105097771,36165.69394435512
1996,20127,Corn,Irrigated,9885.917815742068,35401.47169817235,13934.436540284058,49899.21725075721
1997,20127,Corn,Irrigated,9703.891392468087,34749.63507642822,13476.232095490934,48258.38713395303
1998,20127,Corn,Irrigated,9528.141742410451,34120.275579571826,13036.857970346842,46684.98839181204
1999,20127,Corn,Irrigated,8913.017967208722,31917.51734057443,12020.020709299086,43043.69416000003
2000,20127,Corn,Irrigated,9126.428256564424,32681.739586757205,12126.725853976935,43425.8052830914
2001,20127,Corn,Irrigated,8523.858027795384,30523.93559753527,11166.37955187628,39986.80517526896
2002,20127,Corn,Irrigated,8128.4213151657,29107.87672960837,10501.041590943796,37604.22993716973
2003,20127,Corn,Irrigated,9885.917815742068,35401.47169817235,12597.483845202749,45111.58964967104
2004,20127,Corn,Irrigated,11630.860769885749,41650.11241696087,14618.604820865574,52349.22386351962
2005,20127,Corn,Irrigated,10513.595137376486,37649.1841869452,13043.134743563187,46707.46551669977
2006,20127,Corn,Irrigated,9772.935897847872,34996.88345019323,11963.529750351989,42841.40003601047
2007,20127,Corn,Irrigated,9653.677206737335,34569.818077326396,11662.244635967469,41762.49804139951
2008,20127,Corn,Irrigated,11505.325305558865,41200.5699192063,13721.026250928355,49134.99500457444
2009,20127,Corn,Irrigated,10858.817664275413,38885.42605577026,12785.787041693075,45785.9033963029
2010,20127,Corn,Irrigated,8279.063872357961,29647.32772691386,9628.570113871958,34479.90957777548
2011,20127,Corn,Irrigated,8944.401833290443,32029.902965013076,10268.800981939063,36772.576316323786
2012,20127,Corn,Irrigated,9634.8468870883,34502.38670266321,10927.8621696552,39132.67442953527
2013,20127,Corn,Irrigated,11109.888592929181,39784.5110512794,12453.118061226834,44594.6157772533
2014,20127,Corn,Irrigated,11768.949780645318,42144.60916449088,13030.581197130497,46662.51126692431
2015,20127,Corn,Irrigated,10293.90807480444,36862.4848158747,11266.807923337787,40346.439173472616
2016,20127,Corn,Irrigated,10224.863569424655,36615.236442109686,11059.674407198427,39604.69405217757
2017,20127,Corn,Irrigated,11612.030450236714,41582.68104229767,12415.45742192877,44459.75302792693
2018,20127,Corn,Irrigated,10758.389292813908,38525.79205756661,11373.513068015636,40728.55029656399
2019,20127,Corn,Irrigated,11084.781500063806,39694.60255172849,11586.923357371337,41492.77254274676
2020,20127,Corn,Irrigated,12296.19873081823,44032.68765506009,12710.465763096943,45516.17789765015
2021,20127,Corn,Irrigated,12528.439339822962,44864.34127590603,12804.617361342107,45853.33477096608
1990,20127,Corn,Non-Irrigated,4582.044447931245,16408.301168041788,6810.298939733425,24387.680503185395
1991,20127,Corn,Non-Irrigated,2278.4686775329337,8159.1963342454355,3339.2433510950987,11957.830440271548
1992,20127,Corn,Non-Irrigated,7695.323963237952,27556.955112355106,11109.888592929181,39784.5110512794
1993,20127,Corn,Non-Irrigated,4826.8386033686675,17284.909038663198,6873.066671896867,24612.45175206268
1994,20127,Corn,Non-Irrigated,6559.228011079658,23488.595507676255,9208.026308376897,32973.94221029767
1995,20127,Corn,Non-Irrigated,4600.874767580276,16475.73254270497,6370.9248145893325,22814.2817610444
1996,20127,Corn,Non-Irrigated,5372.9178731906095,19240.418903895574,7337.547889906336,26275.75899375459
1997,20127,Corn,Non-Irrigated,7513.297539963972,26905.11849061098,10124.435197963146,36255.60244390603
1998,20127,Corn,Non-Irrigated,5862.506184065455,20993.634645138394,7795.75233469946,27916.58911055877
1999,20127,Corn,Non-Irrigated,4939.820521262863,17689.497286642312,6483.906732483529,23218.870009023514
2000,20127,Corn,Non-Irrigated,4280.7593335467245,15329.39917343082,5548.667523248247,19869.77840075197
2001,20127,Corn,Non-Irrigated,4958.650840911895,17756.928661305497,6345.817721723955,22724.373261493485
2002,20127,Corn,Non-Irrigated,1249.0778700524897,4472.947852657966,1575.4700773023867,5641.758346819846
2003,20127,Corn,Non-Irrigated,3006.5743706288577,10766.54282122194,3753.5103833738135,13441.320682861626
2004,20127,Corn,Non-Irrigated,7601.17236499279,27219.79823903918,9364.945638785503,33535.870332490886
2005,20127,Corn,Non-Irrigated,5398.024966055987,19330.32740344649,6571.781557512346,23533.54975745171
2006,20127,Corn,Non-Irrigated,3740.956836941126,13396.366433086172,4500.44639611877,16116.098544501316
2007,20127,Corn,Non-Irrigated,5636.542348277065,20184.45814918017,6697.31702183923,23983.09225520628
2008,20127,Corn,Non-Irrigated,6201.45193774804,22207.39938907573,7287.333704175581,26095.941994652756
2009,20127,Corn,Non-Irrigated,8410.876109901188,30119.347349556156,9766.65912463153,34974.40632530551
2010,20127,Corn,Non-Irrigated,6019.42551447406,21555.56276733161,6910.727311194931,24747.314501389046
2011,20127,Corn,Non-Irrigated,1305.5688289995876,4675.241976647523,1481.3184790572243,5304.60147350392
2012,20127,Corn,Non-Irrigated,1631.9610362494843,5844.0524708094035,1832.8177791724977,6563.320467216714
2013,20127,Corn,Non-Irrigated,6471.353186050839,23173.915759248055,7186.905332714075,25736.3079964491
2014,20127,Corn,Non-Irrigated,6609.442196810411,23668.41250677808,7255.94983809386,25983.55637021411
2015,20127,Corn,Non-Irrigated,8178.635500896455,29287.693728710205,8881.634101127001,31805.13171613579
2016,20127,Corn,Non-Irrigated,6672.209928973853,23893.183755655366,7168.075013065042,25668.876621785916
2017,20127,Corn,Non-Irrigated,6923.28085762762,24792.26875116451,7362.654982771712,26365.6674933055
2018,20127,Corn,Non-Irrigated,1092.1585396438857,3911.0197304647545,1148.6494985909833,4113.313854454311
2019,20127,Corn,Non-Irrigated,6929.557630843964,24814.745876052235,7218.2891987957955,25848.693620887745
2020,20127,Corn,Non-Irrigated,8354.385150954091,29917.0532255666,8611.732852824201,30838.615345963466
2021,20127,Corn,Non-Irrigated,7406.59239528612,26523.007367519596,7557.234952478382,27062.458364825085
1990,20131,Corn,Irrigated,6257.942896695138,22409.69351306529,12748.126402395008,45651.04064697652
1991,20131,Corn,Irrigated,7864.796840079245,28163.837484323776,15528.736937235477,55608.40697224024
1992,20131,Corn,Irrigated,9295.901133405716,33288.62195872587,17813.482387984757,63790.08043137341
1993,20131,Corn,Irrigated,3759.7871565901582,13463.797807749357,6998.60213622375,25061.994249817246
1994,20131,Corn,Irrigated,8643.116718905922,30951.000970402103,15641.718855129671,56012.99522021935
1995,20131,Corn,Irrigated,5918.9971430125515,21195.928769127946,10419.443539131322,37312.02731362926
1996,20131,Corn,Irrigated,8235.12645984355,29489.987852699753,14116.462963558039,50551.05387250133
1997,20131,Corn,Irrigated,7481.913673882252,26792.732866172344,12490.778700524897,44729.47852657966
1998,20131,Corn,Irrigated,8699.60767785302,31153.295094391666,14160.400376072446,50708.39374671543
1999,20131,Corn,Irrigated,7193.182105930419,25758.78512133683,11423.72725374639,40908.36729566583
2000,20131,Corn,Irrigated,9277.070813756683,33221.190584062686,14380.087438644492,51495.093117785924
2001,20131,Corn,Irrigated,10256.247435506375,36727.62206654833,15522.460164019134,55585.92984735252
2002,20131,Corn,Irrigated,8919.294740425066,31939.99446546216,13193.777300755446,47246.91651400525
2003,20131,Corn,Irrigated,10055.39069258336,36008.35407014101,14543.283542269442,52079.49836486687
2004,20131,Corn,Irrigated,12553.546432688341,44954.24977545695,17756.99142903766,63587.78630738385
