Year,FIPS,County,Crop,Domain,Source,pdiv_id,waterUse_m3,irrArea_ha
2005,20103,Leavenworth,Golf Course/Turf/Sod,Alluvial,Surface water,61919,35339.25464573587,17.806184
2006,20103,Leavenworth,Golf Course/Turf/Sod,Alluvial,Surface water,61919,8733.0514098363,9.307777999999999
2007,20103,Leavenworth,Golf Course/Turf/Sod,Alluvial,Surface water,61919,15640.5497001023,10.11715
2008,20103,Leavenworth,Golf Course/Turf/Sod,Alluvial,Surface water,61919,21918.97225321907,15.782753999999999
2009,20103,Leavenworth,Golf Course/Turf/Sod,Alluvial,Surface water,61919,12643.188834861874,17.401498
2010,20103,Leavenworth,Golf Course/Turf/Sod,Alluvial,Surface water,61919,2787.6689528573497,2.428116
2011,20103,Leavenworth,Golf Course/Turf/Sod,Alluvial,Surface water,61919,4699.565801055975,8.498406
2012,20103,Leavenworth,Golf Course/Turf/Sod,Alluvial,Surface water,61919,42419.44039325853,10.926522
2013,20103,Leavenworth,Golf Course/Turf/Sod,Alluvial,Surface water,61919,6562.1233757527,1.618744
2014,20103,Leavenworth,Golf Course/Turf/Sod,Alluvial,Surface water,61919,24817.6545714557,11.331208
2015,20103,Leavenworth,Golf Course/Turf/Sod,Alluvial,Surface water,61919,6525.118920626274,10.926522
2016,20103,Leavenworth,Golf Course/Turf/Sod,Alluvial,Surface water,61919,2960.3564101139996,10.926522
2017,20103,Leavenworth,Golf Course/Turf/Sod,Alluvial,Surface water,61919,2861.6778631101997,10.926522
2018,20103,Leavenworth,Golf Course/Turf/Sod,Alluvial,Surface water,61919,3725.11514939345,10.926522
2019,20103,Leavenworth,Golf Course/Turf/Sod,Alluvial,Surface water,61919,1776.2138460683998,4.04686
2020,20103,Leavenworth,Golf Course/Turf/Sod,Alluvial,Surface water,61919,2911.0171366121,5.665604
2021,20103,Leavenworth,Golf Course/Turf/Sod,Alluvial,Surface water,61919,2195.5976708345497,2.832802
2022,20103,Leavenworth,Golf Course/Turf/Sod,Alluvial,Surface water,61919,3342.7357797537247,2.832802
2023,20103,Leavenworth,Golf Course/Turf/Sod,Alluvial,Surface water,61919,25360.386579976595,15.782753999999999
1999,20103,Leavenworth,Unknown,Alluvial,Groundwater,61920,7265.208023154774,3.642174
2000,20103,Leavenworth,Golf Course/Turf/Sod,Alluvial,Groundwater,61920,10558.6045294066,5.260918
2001,20103,Leavenworth,Golf Course/Turf/Sod,Alluvial,Groundwater,61920,6488.11446549985,8.09372
2002,20103,Leavenworth,Golf Course/Turf/Sod,Alluvial,Groundwater,61920,5217.6281728259255,1.618744
2003,20103,Leavenworth,Golf Course/Turf/Sod,Alluvial,Groundwater,61920,14678.43386681525,1.618744
2004,20103,Leavenworth,Unknown,Alluvial,Groundwater,61920,11076.66690117655,4.856232
2005,20103,Leavenworth,Golf Course/Turf/Sod,Alluvial,Groundwater,61920,7733.931121422824,4.04686
2006,20103,Leavenworth,Golf Course/Turf/Sod,Alluvial,Groundwater,61920,17614.1206401783,8.903092
2007,20103,Leavenworth,Golf Course/Turf/Sod,Alluvial,Groundwater,61920,12347.153193850474,7.6890339999999995
2008,20103,Leavenworth,Golf Course/Turf/Sod,Alluvial,Groundwater,61920,468.72309826804997,0.404686
2009,20103,Leavenworth,Golf Course/Turf/Sod,Alluvial,Groundwater,61920,357.70973288877497,0.809372
2010,20103,Leavenworth,Golf Course/Turf/Sod,Alluvial,Groundwater,61920,18415.883834584172,15.782753999999999
2011,20103,Leavenworth,Golf Course/Turf/Sod,Alluvial,Groundwater,61920,7166.529476150974,13.354638
2012,20103,Leavenworth,Golf Course/Turf/Sod,Alluvial,Groundwater,61920,28777.131269983172,7.284348
2013,20103,Leavenworth,Golf Course/Turf/Sod,Alluvial,Groundwater,61920,72948.11587255915,16.592126
2014,20103,Leavenworth,Golf Course/Turf/Sod,Alluvial,Groundwater,61920,14505.746409558598,6.879662
2015,20103,Leavenworth,Golf Course/Turf/Sod,Alluvial,Groundwater,61920,4341.8560681672,7.284348
2016,20103,Leavenworth,Golf Course/Turf/Sod,Alluvial,Groundwater,61920,7795.6052133002,7.284348
2017,20103,Leavenworth,Golf Course/Turf/Sod,Alluvial,Groundwater,61920,7931.288215430424,7.284348
2018,20103,Leavenworth,Golf Course/Turf/Sod,Alluvial,Groundwater,61920,4280.181976289825,7.284348
2019,20103,Leavenworth,Golf Course/Turf/Sod,Alluvial,Groundwater,61920,703.0846474020749,14.16401
2020,20103,Leavenworth,Golf Course/Turf/Sod,Alluvial,Groundwater,61920,8288.9979483192,16.18744
2021,20103,Leavenworth,Golf Course/Turf/Sod,Alluvial,Groundwater,61920,14974.46950782665,19.020242
2022,20103,Leavenworth,Golf Course/Turf/Sod,Alluvial,Groundwater,61920,5587.672724090175,19.020242
2023,20103,Leavenworth,Golf Course/Turf/Sod,Alluvial,Groundwater,61920,10077.546612763075,6.07029
2000,20103,Leavenworth,Multi-Crop,Non-alluvial,Surface water,62210,63832.68509308312,36.826426
2005,20103,Leavenworth,Corn,Non-alluvial,Surface water,62210,25409.7258534785,21.043672
2006,20103,Leavenworth,Corn,Non-alluvial,Surface water,62210,65596.56412077605,28.732706
2011,20103,Leavenworth,Soybeans,Non-alluvial,Surface water,62210,6155.074369362025,16.18744
2013,20103,Leavenworth,Multi-Crop,Non-alluvial,Surface water,62210,51744.563085117625,72.84348
2014,20103,Leavenworth,Corn,Non-alluvial,Surface water,62210,48105.791664352495,44.51546
2016,20103,Leavenworth,Soybeans,Non-alluvial,Surface water,62210,14801.78205057,44.51546
2018,20103,Leavenworth,Multi-Crop,Non-alluvial,Surface water,62210,34537.491451329995,27.518648
2000,20103,Leavenworth,Multi-Crop,Non-alluvial,Surface water,62212,48685.52812799982,27.923334
2002,20103,Leavenworth,Multi-Crop,Non-alluvial,Surface water,62212,30504.005842549675,15.378067999999999
2003,20103,Leavenworth,Unknown,Non-alluvial,Surface water,62212,52978.044922665125,48.157634
2005,20103,Leavenworth,Corn,Non-alluvial,Surface water,62212,38102.253961842274,31.565507999999998
2006,20103,Leavenworth,Multi-Crop,Non-alluvial,Surface water,62212,46896.97946355595,56.65604
2007,20103,Leavenworth,Multi-Crop,Non-alluvial,Surface water,62212,65522.55521052319,80.9372
2008,20103,Leavenworth,Multi-Crop,Non-alluvial,Surface water,62212,28345.41262684155,48.56232
2010,20103,Leavenworth,Corn,Non-alluvial,Surface water,62212,6056.395822358225,16.18744
2011,20103,Leavenworth,Corn,Non-alluvial,Surface water,62212,12310.14873872405,32.37488
2012,20103,Leavenworth,Multi-Crop,Non-alluvial,Surface water,62212,136053.04668148924,72.84348
2016,20103,Leavenworth,Corn,Non-alluvial,Surface water,62212,29603.56410114,44.51546
2018,20103,Leavenworth,Multi-Crop,Non-alluvial,Surface water,62212,41938.382476615,33.588938
2019,20103,Leavenworth,Corn,Non-alluvial,Surface water,62212,9867.85470038,61.107586
2023,20103,Leavenworth,Unknown,Non-alluvial,Surface water,62212,22202.673075855,NA
2001,20103,Leavenworth,Other Crop,Non-alluvial,Groundwater,63700,12.334818375474999,0.809372
2002,20103,Leavenworth,Unknown,Non-alluvial,Groundwater,63700,1652.86566231365,6.879662
2003,20103,Leavenworth,Unknown,Non-alluvial,Groundwater,63700,3737.4499677689246,NA
2004,20103,Leavenworth,Golf Course/Turf/Sod,Non-alluvial,Groundwater,63700,3737.4499677689246,6.07029
2005,20103,Leavenworth,Golf Course/Turf/Sod,Non-alluvial,Groundwater,63700,4144.4989741596,6.07029
2006,20103,Leavenworth,Golf Course/Turf/Sod,Non-alluvial,Groundwater,63700,5933.047638603474,6.07029
2007,20103,Leavenworth,Golf Course/Turf/Sod,Non-alluvial,Groundwater,63700,2380.6199464666747,6.07029
2008,20103,Leavenworth,Golf Course/Turf/Sod,Non-alluvial,Groundwater,63700,1122.468472168225,6.07029
2009,20103,Leavenworth,Golf Course/Turf/Sod,Non-alluvial,Groundwater,63700,2528.6377669723747,6.07029
2010,20103,Leavenworth,Golf Course/Turf/Sod,Non-alluvial,Groundwater,63700,3219.3875959989746,6.07029
2013,20103,Leavenworth,Golf Course/Turf/Sod,Non-alluvial,Groundwater,63700,653.745373900175,2.832802
2014,20103,Leavenworth,Golf Course/Turf/Sod,Non-alluvial,Groundwater,63700,345.37491451330004,2.832802
2001,20103,Leavenworth,Corn,Non-alluvial,Surface water,63824,13050.237841252549,32.37488
2002,20103,Leavenworth,Multi-Crop,Non-alluvial,Surface water,63824,105561.37565731505,53.418552
2003,20103,Leavenworth,Corn,Non-alluvial,Surface water,63824,83309.36330795815,24.685845999999998
2001,20103,Leavenworth,Other Crop,Non-alluvial,Groundwater,64540,2935.6867733630497,0.809372
2002,20103,Leavenworth,Other Crop,Non-alluvial,Groundwater,64540,3552.4276921367996,0.809372
2003,20103,Leavenworth,Other Crop,Non-alluvial,Groundwater,64540,2195.5976708345497,0.809372
2004,20103,Leavenworth,Other Crop,Non-alluvial,Groundwater,64540,1171.8077456701249,0.809372
2005,20103,Leavenworth,Other Crop,Non-alluvial,Groundwater,64540,1381.4996580532002,0.809372
2006,20103,Leavenworth,Other Crop,Non-alluvial,Groundwater,64540,3589.432147263225,0.809372
2007,20103,Leavenworth,Other Crop,Non-alluvial,Groundwater,64540,3108.3742306197,0.809372
2008,20103,Leavenworth,Other Crop,Non-alluvial,Groundwater,64540,1036.1247435399,0.809372
2009,20103,Leavenworth,Other Crop,Non-alluvial,Groundwater,64540,246.6963675095,0.809372
2010,20103,Leavenworth,Other Crop,Non-alluvial,Groundwater,64540,2022.9102135778999,0.809372
2011,20103,Leavenworth,Other Crop,Non-alluvial,Groundwater,64540,826.432831156825,0.809372
2012,20103,Leavenworth,Other Crop,Non-alluvial,Groundwater,64540,2750.6644977309247,0.809372
2013,20103,Leavenworth,Other Crop,Non-alluvial,Groundwater,64540,1122.468472168225,0.809372
2014,20103,Leavenworth,Other Crop,Non-alluvial,Groundwater,64540,949.781014911575,0.809372
2015,20103,Leavenworth,Other Crop,Non-alluvial,Groundwater,64540,431.71864314162497,1.214058
2016,20103,Leavenworth,Other Crop,Non-alluvial,Groundwater,64540,1406.1692948041498,0.809372
2017,20103,Leavenworth,Other Crop,Non-alluvial,Groundwater,64540,1418.5041131796247,0.809372
2018,20103,Leavenworth,Golf Course/Turf/Sod,Non-alluvial,Groundwater,64540,1110.13365379275,0.809372
2019,20103,Leavenworth,Other Crop,Non-alluvial,Groundwater,64540,949.781014911575,0.809372
2020,20103,Leavenworth,Golf Course/Turf/Sod,Non-alluvial,Groundwater,64540,690.7498290266001,0.809372
2021,20103,Leavenworth,Golf Course/Turf/Sod,Non-alluvial,Groundwater,64540,752.4239209039749,0.809372
2023,20103,Leavenworth,Golf Course/Turf/Sod,Non-alluvial,Groundwater,64540,1184.1425640455998,0.809372
2022,20103,Leavenworth,Golf Course/Turf/Sod,Non-alluvial,Groundwater,65511,1011.4551067889499,0.404686
2008,20103,Leavenworth,Soybeans,Non-alluvial,Surface water,74724,44405.34615171,28.32802
2009,20103,Leavenworth,Soybeans,Non-alluvial,Surface water,74724,10077.546612763075,28.32802
2010,20103,Leavenworth,Soybeans,Non-alluvial,Surface water,74724,27235.278973048797,21.043672
2011,20103,Leavenworth,Soybeans,Non-alluvial,Surface water,74724,54371.87939909379,21.043672
2012,20103,Leavenworth,Soybeans,Non-alluvial,Surface water,74724,73910.23170584619,44.110774
2013,20103,Leavenworth,Soybeans,Non-alluvial,Surface water,74724,35252.91091710755,31.160822
2018,20103,Leavenworth,Soybeans,Non-alluvial,Surface water,74724,21178.883150690577,31.160822
2021,20103,Leavenworth,Soybeans,Non-alluvial,Surface water,74724,14703.103503566199,21.043672
2022,20103,Leavenworth,Soybeans,Non-alluvial,Surface water,74724,34636.1699983338,21.043672
2023,20103,Leavenworth,Soybeans,Non-alluvial,Surface water,74724,21067.869785311297,21.043672
2008,20103,Leavenworth,Soybeans,Non-alluvial,Surface water,74725,39163.04834213312,28.32802
2009,20103,Leavenworth,Soybeans,Non-alluvial,Surface water,76263,9349.79232861005,28.32802
2010,20103,Leavenworth,Soybeans,Non-alluvial,Surface water,76263,20969.1912383075,27.518648
2011,20103,Leavenworth,Soybeans,Non-alluvial,Surface water,76263,58380.69537112317,27.518648
2012,20103,Leavenworth,Soybeans,Non-alluvial,Surface water,76263,77610.6772184887,36.017054
2013,20103,Leavenworth,Soybeans,Non-alluvial,Surface water,76263,53138.3975615463,27.518648
2018,20103,Leavenworth,Soybeans,Non-alluvial,Surface water,76263,48414.16212373937,27.518648
2020,20103,Leavenworth,Soybeans,Non-alluvial,Surface water,76263,4218.50788441245,27.518648
2021,20103,Leavenworth,Soybeans,Non-alluvial,Surface water,76263,23436.154913402497,27.518648
2022,20103,Leavenworth,Soybeans,Non-alluvial,Surface water,76263,46465.260820414325,27.518648
2023,20103,Leavenworth,Soybeans,Non-alluvial,Surface water,76263,28061.711804205625,27.518648
2015,20103,Leavenworth,Corn,Alluvial,Surface water,83254,19735.70940076,10.926522
2016,20103,Leavenworth,Corn,Alluvial,Surface water,83254,35770.973288877496,10.926522
2017,20103,Leavenworth,Soybeans,Alluvial,Surface water,83254,38237.9369639725,28.32802
2018,20103,Leavenworth,Corn,Alluvial,Surface water,83254,27136.600426045,28.32802
2020,20103,Leavenworth,Corn,Alluvial,Surface water,83254,99912.02884134749,28.32802
2021,20103,Leavenworth,Soybeans,Alluvial,Surface water,83254,14801.78205057,35.612368
2022,20103,Leavenworth,Corn,Alluvial,Surface water,83254,97136.69470686562,35.612368
2023,20103,Leavenworth,Corn,Alluvial,Surface water,83254,74748.9993553785,35.612368
2016,20103,Leavenworth,Corn,Alluvial,Groundwater,84094,48105.791664352495,33.993624
2017,20103,Leavenworth,Multi-Crop,Alluvial,Groundwater,84094,27136.600426045,31.970194
2018,20103,Leavenworth,Soybeans,Alluvial,Groundwater,84094,109779.8835417275,33.993624
2019,20103,Leavenworth,Multi-Crop,Alluvial,Groundwater,84094,22202.673075855,29.137392
2020,20103,Leavenworth,Corn,Alluvial,Groundwater,84094,76475.873927945,31.970194
2017,20103,Leavenworth,Corn,Alluvial,Groundwater,85949,50572.755339447496,61.512271999999996
2019,20103,Leavenworth,Multi-Crop,Alluvial,Groundwater,85949,38237.9369639725,61.512271999999996
2020,20103,Leavenworth,Corn,Alluvial,Groundwater,85949,49339.273501899996,61.512271999999996
2021,20103,Leavenworth,Multi-Crop,Alluvial,Groundwater,85949,72775.4284153025,61.512271999999996
2022,20103,Leavenworth,Multi-Crop,Alluvial,Groundwater,85949,69074.98290265999,61.512271999999996
2023,20103,Leavenworth,Corn,Alluvial,Groundwater,85949,66608.01922756499,61.512271999999996
2020,20103,Leavenworth,Other Crop,Non-alluvial,Groundwater,87468,567.40164527185,1.214058
2021,20103,Leavenworth,Other Crop,Non-alluvial,Groundwater,87468,357.70973288877497,1.214058
2022,20103,Leavenworth,Other Crop,Non-alluvial,Groundwater,87468,456.388279892575,1.214058
2023,20103,Leavenworth,Other Crop,Non-alluvial,Groundwater,87468,308.370459386875,1.214058
2021,20103,Leavenworth,Multi-Crop,Alluvial,Groundwater,88786,25903.1185884975,31.970194
2022,20103,Leavenworth,Corn,Alluvial,Groundwater,88786,49339.273501899996,31.970194
2023,20103,Leavenworth,Corn,Alluvial,Groundwater,88786,85110.2467907775,31.970194
2011,20131,Nemaha,Multi-Crop,Non-alluvial,Surface water,78105,3700.4455126425,52.60918
2012,20131,Nemaha,Corn,Non-alluvial,Surface water,78105,57973.6463647325,52.60918
2013,20131,Nemaha,Corn,Non-alluvial,Surface water,78105,51806.237176995,52.60918
2014,20131,Nemaha,Soybeans,Non-alluvial,Surface water,78105,35770.973288877496,52.60918
2015,20131,Nemaha,Wheat,Non-alluvial,Surface water,78105,7400.891025285,52.60918
2016,20131,Nemaha,Corn,Non-alluvial,Surface water,78105,35770.973288877496,52.60918
2017,20131,Nemaha,Soybeans,Non-alluvial,Surface water,78105,45638.8279892575,52.60918
2018,20131,Nemaha,Corn,Non-alluvial,Surface water,78105,22202.673075855,52.60918
2019,20131,Nemaha,Soybeans,Non-alluvial,Surface water,78105,14801.78205057,52.60918
2020,20131,Nemaha,Corn,Non-alluvial,Surface water,78105,44405.34615171,52.60918
2021,20131,Nemaha,Soybeans,Non-alluvial,Surface water,78105,25903.1185884975,52.60918
2022,20131,Nemaha,Corn,Non-alluvial,Surface water,78105,71541.94657775499,52.60918
2023,20131,Nemaha,Soybeans,Non-alluvial,Surface water,78105,38237.9369639725,52.60918
2013,20131,Nemaha,Corn,Non-alluvial,Groundwater,79313,20969.1912383075,32.37488
2014,20131,Nemaha,Corn,Non-alluvial,Groundwater,79313,32070.527776234998,32.37488
2015,20131,Nemaha,Corn,Non-alluvial,Groundwater,79313,23436.154913402497,32.37488
2018,20131,Nemaha,Corn,Non-alluvial,Groundwater,79313,55506.6826896375,25.495217999999998
2019,20131,Nemaha,Corn,Non-alluvial,Groundwater,79313,10225.564433268773,28.32802
2020,20131,Nemaha,Corn,Non-alluvial,Groundwater,79313,3700.4455126425,35.207682
2021,20131,Nemaha,Corn,Non-alluvial,Groundwater,79313,27136.600426045,31.565507999999998
2022,20131,Nemaha,Multi-Crop,Non-alluvial,Groundwater,79313,51806.237176995,31.970194
2023,20131,Nemaha,Corn,Non-alluvial,Groundwater,79313,48105.791664352495,38.849856
2016,20131,Nemaha,Corn,Non-alluvial,Groundwater,80262,122114.70191720249,52.60918
2017,20131,Nemaha,Soybeans,Non-alluvial,Groundwater,80262,53039.7190145425,52.60918
2016,20131,Nemaha,Corn,Non-alluvial,Groundwater,80970,65374.537390017496,32.37488
2017,20131,Nemaha,Soybeans,Non-alluvial,Groundwater,80970,33304.009613782495,32.37488
2013,20131,Nemaha,Corn,Non-alluvial,Groundwater,80971,43171.8643141625,52.60918
2014,20131,Nemaha,Corn,Non-alluvial,Groundwater,80971,64141.055552469996,52.60918
2015,20131,Nemaha,Corn,Non-alluvial,Groundwater,80971,54273.20085209,52.60918
2018,20131,Nemaha,Corn,Non-alluvial,Groundwater,80971,128282.11110493999,59.488842
2019,20131,Nemaha,Corn,Non-alluvial,Groundwater,80971,19735.70940076,56.65604
2020,20131,Nemaha,Corn,Non-alluvial,Groundwater,80971,4933.92735019,49.776378
2021,20131,Nemaha,Corn,Non-alluvial,Groundwater,80971,45638.8279892575,53.418552
2022,20131,Nemaha,Multi-Crop,Non-alluvial,Groundwater,80971,87577.2104658725,53.013866
2023,20131,Nemaha,Corn,Non-alluvial,Groundwater,80971,56740.164527185,46.134204
2014,20131,Nemaha,Corn,Non-alluvial,Surface water,82583,53039.7190145425,31.160822
2015,20131,Nemaha,Soybeans,Non-alluvial,Surface water,82583,53039.7190145425,45.324832
2016,20131,Nemaha,Corn,Non-alluvial,Surface water,82583,62907.573714922495,44.110774
2017,20131,Nemaha,Soybeans,Non-alluvial,Surface water,82583,69074.98290265999,40.4686
2018,20131,Nemaha,Corn,Non-alluvial,Surface water,82583,37004.455126425,11.331208
2019,20131,Nemaha,Soybeans,Non-alluvial,Surface water,82583,30837.045938687497,35.207682
2020,20131,Nemaha,Corn,Non-alluvial,Surface water,82583,69074.98290265999,42.896716
2021,20131,Nemaha,Soybeans,Non-alluvial,Surface water,82583,75242.3920903975,44.920145999999995
2022,20131,Nemaha,Corn,Non-alluvial,Surface water,82583,72775.4284153025,29.946763999999998
2023,20131,Nemaha,Soybeans,Non-alluvial,Surface water,82583,57973.6463647325,44.920145999999995
2014,20131,Nemaha,Corn,Non-alluvial,Groundwater,82585,25903.1185884975,15.378067999999999
2015,20131,Nemaha,Soybeans,Non-alluvial,Groundwater,82585,1233.4818375475,1.214058
2016,20131,Nemaha,Corn,Non-alluvial,Groundwater,82585,3700.4455126425,1.214058
2017,20131,Nemaha,Soybeans,Non-alluvial,Groundwater,82585,9867.85470038,6.07029
2018,20131,Nemaha,Corn,Non-alluvial,Groundwater,82585,28370.0822635925,35.207682
2019,20131,Nemaha,Soybeans,Non-alluvial,Groundwater,82585,9867.85470038,11.331208
2020,20131,Nemaha,Corn,Non-alluvial,Groundwater,82585,6167.409187737499,3.642174
2021,20131,Nemaha,Soybeans,Non-alluvial,Groundwater,82585,2466.963675095,1.618744
2022,20131,Nemaha,Corn,Non-alluvial,Groundwater,82585,40704.9006390675,16.592126
2023,20131,Nemaha,Soybeans,Non-alluvial,Groundwater,82585,25903.1185884975,19.829614
2015,20131,Nemaha,Corn,Non-alluvial,Groundwater,83391,74008.91025285,54.227924
2016,20131,Nemaha,Soybeans,Non-alluvial,Groundwater,83391,56740.164527185,54.227924
2017,20131,Nemaha,Corn,Non-alluvial,Groundwater,83391,96211.58332870499,54.227924
2018,20131,Nemaha,Soybeans,Non-alluvial,Groundwater,83391,90044.1741409675,54.227924
2019,20131,Nemaha,Corn,Non-alluvial,Groundwater,83391,46872.309826804994,54.227924
2020,20131,Nemaha,Corn,Non-alluvial,Groundwater,83391,62907.573714922495,54.227924
2021,20131,Nemaha,Soybeans,Non-alluvial,Groundwater,83391,51806.237176995,54.227924
2022,20131,Nemaha,Corn,Non-alluvial,Groundwater,83391,19735.70940076,54.227924
2023,20131,Nemaha,Corn,Non-alluvial,Groundwater,83391,13568.3002130225,54.227924
2015,20131,Nemaha,Corn,Non-alluvial,Surface water,84028,51806.237176995,44.51546
2016,20131,Nemaha,Corn,Non-alluvial,Surface water,84028,59207.12820228,44.51546
2017,20131,Nemaha,Soybeans,Non-alluvial,Surface water,84028,92511.13781606249,44.51546
2018,20131,Nemaha,Corn,Non-alluvial,Surface water,84028,29603.56410114,44.51546
2019,20131,Nemaha,Corn,Non-alluvial,Surface water,84028,41938.382476615,44.51546
2020,20131,Nemaha,Soybeans,Non-alluvial,Surface water,84028,57973.6463647325,44.51546
2021,20131,Nemaha,Corn,Non-alluvial,Surface water,84028,81409.801278135,44.51546
2022,20131,Nemaha,Soybeans,Non-alluvial,Surface water,84028,77709.3557654925,44.51546
2023,20131,Nemaha,Corn,Non-alluvial,Surface water,84028,50572.755339447496,44.51546
2016,20131,Nemaha,Corn,Non-alluvial,Surface water,84494,75242.3920903975,62.321644
2017,20131,Nemaha,Corn,Non-alluvial,Surface water,84494,119647.73824210749,62.321644
2018,20131,Nemaha,Multi-Crop,Non-alluvial,Surface water,84494,87577.2104658725,116.95425399999999
2019,20131,Nemaha,Multi-Crop,Non-alluvial,Surface water,84494,77709.3557654925,116.95425399999999
2020,20131,Nemaha,Multi-Crop,Non-alluvial,Surface water,84494,123348.18375474999,116.95425399999999
2021,20131,Nemaha,Multi-Crop,Non-alluvial,Surface water,84494,123348.18375474999,116.95425399999999
2022,20131,Nemaha,Multi-Crop,Non-alluvial,Surface water,84494,118414.25640456,116.95425399999999
2023,20131,Nemaha,Corn,Non-alluvial,Surface water,84494,90044.1741409675,116.95425399999999
2018,20131,Nemaha,Soybeans,Non-alluvial,Groundwater,85898,25903.1185884975,35.207682
2019,20131,Nemaha,Corn,Non-alluvial,Groundwater,85898,23436.154913402497,35.207682
2020,20131,Nemaha,Corn,Non-alluvial,Groundwater,85898,20969.1912383075,35.207682
2021,20131,Nemaha,Corn,Non-alluvial,Groundwater,86100,32070.527776234998,35.207682
2022,20131,Nemaha,Corn,Non-alluvial,Groundwater,86100,27136.600426045,38.44517
2023,20131,Nemaha,Soybeans,Non-alluvial,Groundwater,86100,28370.0822635925,38.44517
2023,20131,Nemaha,Corn,Non-alluvial,Groundwater,86416,131982.55661758248,102.385558
2023,20131,Nemaha,Corn,Non-alluvial,Surface water,89529,13568.3002130225,50.58575
2013,20139,Osage,Corn,Non-alluvial,Groundwater,81132,36696.08466703812,47.348262
2014,20139,Osage,Corn,Non-alluvial,Groundwater,81132,54174.5223050862,47.348262
2015,20139,Osage,Corn,Non-alluvial,Groundwater,81132,42357.766301381154,47.752947999999996
2016,20139,Osage,Corn,Non-alluvial,Groundwater,81132,36696.08466703812,46.943576
2017,20139,Osage,Soybeans,Non-alluvial,Groundwater,81132,4835.248803186199,46.943576
2018,20139,Osage,Corn,Non-alluvial,Groundwater,81132,42962.17240177942,46.943576
2020,20139,Osage,Corn,Non-alluvial,Groundwater,81132,30220.305019913747,46.943576
2021,20139,Osage,Soybeans,Non-alluvial,Groundwater,81132,12026.447916088124,46.943576
2022,20139,Osage,Multi-Crop,Non-alluvial,Groundwater,81132,47489.050745578745,46.943576
2023,20139,Osage,Corn,Non-alluvial,Groundwater,81132,19020.289934982447,46.943576
2016,20139,Osage,Soybeans,Non-alluvial,Groundwater,84900,27963.033257201827,48.56232
2017,20139,Osage,Corn,Non-alluvial,Groundwater,84900,31046.737851070575,48.56232
2018,20139,Osage,Soybeans,Non-alluvial,Groundwater,84900,3910.137425025575,48.56232
2019,20139,Osage,Corn,Non-alluvial,Groundwater,84900,12026.447916088124,48.56232
2020,20139,Osage,Soybeans,Non-alluvial,Groundwater,84900,9867.85470038,48.56232
2022,20139,Osage,Soybeans,Non-alluvial,Groundwater,84900,11816.75600370505,48.56232
2023,20139,Osage,Soybeans,Non-alluvial,Groundwater,84900,47587.729292582546,48.56232
1999,20149,Pottawatomie,Corn,Alluvial,Groundwater,276,57591.26699509277,54.227924
2000,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,276,73762.21388534049,54.227924
2001,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,276,97531.4088948808,54.227924
2002,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,276,108336.70979179692,54.227924
2003,20149,Pottawatomie,Corn,Alluvial,Groundwater,276,205029.35103714545,54.63261
2004,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,276,96026.56105307286,122.215172
2005,20149,Pottawatomie,Other Crop,Alluvial,Groundwater,276,181728.87912587318,122.215172
2006,20149,Pottawatomie,Corn,Alluvial,Groundwater,276,227429.38120700803,119.78705599999999
2007,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,276,153765.84586867134,119.78705599999999
2008,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,276,74835.34308400682,181.704014
2009,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,276,64671.452742615424,181.704014
2010,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,276,104907.63028341487,181.704014
2011,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,276,237741.28936890516,181.704014
2012,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,276,205880.4535050532,181.704014
2013,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,276,129318.2358484799,181.704014
2014,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,276,164040.74957544202,181.704014
2015,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,276,58146.333821989145,181.704014
2016,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,276,52583.33073464993,181.704014
2017,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,276,140715.60802741878,181.704014
2018,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,276,191757.08646513434,49.371691999999996
2019,20149,Pottawatomie,Other Crop,Alluvial,Groundwater,276,36474.057936279576,47.752947999999996
2020,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,276,57615.936631843724,42.289687
2021,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,276,99048.59155506424,42.289687
2022,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,276,103748.15735612022,44.313117
2023,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,276,226750.96619635692,49.574035
1990,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,611,23978.8869219234,19.829614
1991,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,611,68865.29099027692,21.853044
1992,20149,Pottawatomie,Corn,Alluvial,Groundwater,611,15085.482873205925,16.592126
