Year,FIPS,County,Crop,Domain,Source,pdiv_id,waterUse_m3,irrArea_ha
1999,20149,Pottawatomie,Soybeans,Non-alluvial,Groundwater,53971,82902.31430156746,55.037296
2001,20149,Pottawatomie,Soybeans,Non-alluvial,Groundwater,53971,81311.1227311312,55.037296
2002,20149,Pottawatomie,Corn,Non-alluvial,Groundwater,53971,101749.91677929326,55.037296
2003,20149,Pottawatomie,Soybeans,Non-alluvial,Groundwater,53971,128097.08882930786,52.60918
2004,20149,Pottawatomie,Corn,Non-alluvial,Groundwater,53971,24978.007210336873,55.037296
2005,20149,Pottawatomie,Soybeans,Non-alluvial,Groundwater,53971,117649.49766528053,55.037296
2006,20149,Pottawatomie,Soybeans,Non-alluvial,Groundwater,53971,68359.56343688245,55.037296
2007,20149,Pottawatomie,Corn,Non-alluvial,Groundwater,53971,68593.92498601647,55.037296
2008,20149,Pottawatomie,Soybeans,Non-alluvial,Groundwater,53971,28394.751900343446,55.037296
2009,20149,Pottawatomie,Corn,Non-alluvial,Groundwater,53971,15726.893428730624,55.037296
2010,20149,Pottawatomie,Soybeans,Non-alluvial,Groundwater,53971,51522.53635435908,55.037296
2011,20149,Pottawatomie,Corn,Non-alluvial,Groundwater,53971,128023.07991905503,55.037296
2012,20149,Pottawatomie,Soybeans,Non-alluvial,Groundwater,53971,97630.08744188462,55.037296
2013,20149,Pottawatomie,Corn,Non-alluvial,Groundwater,53971,69383.35336204687,55.037296
2014,20149,Pottawatomie,Soybeans,Non-alluvial,Groundwater,53971,80768.3907226103,55.037296
2015,20149,Pottawatomie,Corn,Non-alluvial,Groundwater,53971,45786.845809763196,55.037296
2016,20149,Pottawatomie,Soybeans,Non-alluvial,Groundwater,53971,3441.414326757525,55.037296
2017,20149,Pottawatomie,Corn,Non-alluvial,Groundwater,53971,125580.78588071097,55.037296
2018,20149,Pottawatomie,Soybeans,Non-alluvial,Groundwater,53971,59453.8245697895,55.037296
2019,20149,Pottawatomie,Corn,Non-alluvial,Groundwater,53971,75402.74472927867,55.037296
2020,20149,Pottawatomie,Soybeans,Non-alluvial,Groundwater,53971,24052.895832176247,55.037296
2021,20149,Pottawatomie,Corn,Non-alluvial,Groundwater,53971,91339.33007039236,55.037296
2022,20149,Pottawatomie,Soybeans,Non-alluvial,Groundwater,53971,73589.52642808385,55.037296
2023,20149,Pottawatomie,Corn,Non-alluvial,Groundwater,53971,172847.80989553116,55.037296
1990,20149,Pottawatomie,Corn,Alluvial,Groundwater,54203,27333.957520052598,43.301401999999996
1991,20149,Pottawatomie,Corn,Alluvial,Groundwater,54203,33168.32661165227,42.896716
1992,20149,Pottawatomie,Corn,Alluvial,Groundwater,54203,4650.226527554075,42.896716
1994,20149,Pottawatomie,Corn,Alluvial,Groundwater,54203,20266.106590905423,42.896716
1995,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,54203,51497.86671760812,42.896716
1996,20149,Pottawatomie,Corn,Alluvial,Groundwater,54203,28283.738534964174,42.896716
1997,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54203,40815.91400444678,42.896716
1998,20149,Pottawatomie,Corn,Alluvial,Groundwater,54203,23460.824550153447,42.087344
1999,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,54203,26445.8505970184,42.087344
2000,20149,Pottawatomie,Corn,Alluvial,Groundwater,54203,105993.09430045668,41.682657999999996
2001,20149,Pottawatomie,Corn,Alluvial,Groundwater,54203,21770.954432713374,41.682657999999996
2002,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,54203,29899.599742151397,41.682657999999996
2003,20149,Pottawatomie,Corn,Alluvial,Groundwater,54203,31293.434218580074,41.682657999999996
2004,20149,Pottawatomie,Alfalfa,Alluvial,Groundwater,54203,7487.234753913325,41.682657999999996
2005,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,54203,20118.08877039972,41.682657999999996
2006,20149,Pottawatomie,Corn,Alluvial,Groundwater,54203,41087.280008707225,41.682657999999996
2007,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,54203,24213.24847105742,42.896716
2010,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,54203,27037.9218790412,35.612368
2011,20149,Pottawatomie,Corn,Alluvial,Groundwater,54203,51534.87117273455,35.612368
2012,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54203,86257.38489969668,35.612368
2013,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54203,43381.556226545574,35.612368
2014,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54203,40149.83381217112,35.612368
2015,20149,Pottawatomie,Corn,Alluvial,Groundwater,54203,2639.65113235165,35.612368
2016,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54203,15763.89788385705,35.612368
2017,20149,Pottawatomie,Corn,Alluvial,Groundwater,54203,19587.6915802543,35.612368
2018,20149,Pottawatomie,Corn,Alluvial,Groundwater,54203,37127.80331017975,35.612368
2019,20149,Pottawatomie,Corn,Alluvial,Groundwater,54203,15356.848877466373,35.612368
2020,20149,Pottawatomie,Corn,Alluvial,Groundwater,54203,17342.75463591785,35.612368
2021,20149,Pottawatomie,Corn,Alluvial,Groundwater,54203,48352.488031862,35.612368
2022,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,54203,77623.01203686417,35.612368
2023,20149,Pottawatomie,Corn,Alluvial,Groundwater,54203,32132.201868112374,35.612368
1990,20149,Pottawatomie,Corn,Non-alluvial,Surface water,54234,34068.76835306195,14.16401
1994,20149,Pottawatomie,Soybeans,Non-alluvial,Surface water,54234,25434.39549022945,10.521836
2001,20149,Pottawatomie,Corn,Non-alluvial,Surface water,54234,27259.94860979975,18.21087
2003,20149,Pottawatomie,Soybeans,Non-alluvial,Surface water,54234,24533.953748819775,13.759324
2007,20149,Pottawatomie,Corn,Non-alluvial,Surface water,54234,12667.858471612824,12.949952
2010,20149,Pottawatomie,Soybeans,Non-alluvial,Surface water,54234,2861.6778631101997,16.18744
2011,20149,Pottawatomie,Corn,Non-alluvial,Surface water,54234,9534.814604242176,16.18744
2012,20149,Pottawatomie,Soybeans,Non-alluvial,Surface water,54234,13913.675127535798,16.18744
2013,20149,Pottawatomie,Corn,Non-alluvial,Surface water,54234,7548.9088457907,16.18744
2014,20149,Pottawatomie,Soybeans,Non-alluvial,Surface water,54234,10089.881431138549,16.18744
2016,20149,Pottawatomie,Soybeans,Non-alluvial,Surface water,54234,4514.54352542385,16.18744
2017,20149,Pottawatomie,Corn,Non-alluvial,Surface water,54234,9053.756687598649,16.18744
2018,20149,Pottawatomie,Soybeans,Non-alluvial,Surface water,54234,13420.2823925168,16.18744
2021,20149,Pottawatomie,Soybeans,Non-alluvial,Surface water,54234,8091.6408543115995,12.949952
2023,20149,Pottawatomie,Corn,Non-alluvial,Surface water,54234,25570.078492359673,16.18744
1990,20149,Pottawatomie,Sorghum,Alluvial,Groundwater,54501,30886.385212189398,44.51546
1991,20149,Pottawatomie,Corn,Alluvial,Groundwater,54501,99159.60492044353,37.635798
1992,20149,Pottawatomie,Corn,Alluvial,Groundwater,54501,78424.77523127005,37.635798
1993,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54501,1221.147019172025,58.67947
1994,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54501,73157.80778494223,58.67947
1995,20149,Pottawatomie,Alfalfa,Alluvial,Groundwater,54501,63709.33690932837,58.67947
1996,20149,Pottawatomie,Alfalfa,Alluvial,Groundwater,54501,67656.47878948037,58.67947
1997,20149,Pottawatomie,Alfalfa,Alluvial,Groundwater,54501,84024.7827737357,58.67947
1998,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54501,128639.82083782878,58.67947
1999,20149,Pottawatomie,Corn,Alluvial,Groundwater,54501,34389.473630824294,58.67947
2000,20149,Pottawatomie,Corn,Alluvial,Groundwater,54501,43097.85540390964,58.67947
2001,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54501,55753.379057147,58.67947
2002,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54501,123693.5586692633,58.67947
2003,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54501,106190.45139446427,58.67947
2004,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54501,39792.124079282345,60.7029
2005,20149,Pottawatomie,Corn,Alluvial,Groundwater,54501,72935.78105418368,60.7029
2006,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54501,131945.55216245606,60.7029
2007,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54501,73762.21388534049,60.7029
2008,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54501,47378.03738019947,60.7029
2009,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54501,25113.6902124671,60.7029
2010,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54501,62241.493522646844,57.060725999999995
2011,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54501,168801.98946837537,57.060725999999995
2012,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54501,163966.74066518917,60.7029
2013,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54501,89057.3886709295,57.465412
2014,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54501,88280.29511327457,60.7029
2015,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54501,48426.49694211484,60.7029
2016,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54501,26310.16759488817,50.58575
2017,20149,Pottawatomie,Corn,Alluvial,Groundwater,54501,68680.2687146448,40.4686
2018,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54501,37670.53531870065,32.37488
2019,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54501,54149.85266833525,13.961667
2020,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,54501,15899.580885987274,50.58575
2021,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54501,65448.54630027035,91.05435
2022,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,54501,36116.3482033908,48.56232
2023,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54501,52435.31291414422,42.49203
1990,20149,Pottawatomie,Corn,Alluvial,Groundwater,54593,61057.350958601244,53.418552
1991,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54593,98123.48017690361,53.823237999999996
1992,20149,Pottawatomie,Sorghum,Alluvial,Groundwater,54593,23436.154913402497,53.823237999999996
1993,20149,Pottawatomie,Corn,Alluvial,Groundwater,54593,9806.180608502626,53.823237999999996
1994,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54593,42518.11894026232,53.823237999999996
1995,20149,Pottawatomie,Corn,Alluvial,Groundwater,54593,50696.10352320225,53.823237999999996
1996,20149,Pottawatomie,Corn,Alluvial,Groundwater,54593,40199.17308567303,53.823237999999996
1997,20149,Pottawatomie,Corn,Alluvial,Groundwater,54593,85036.23788052464,53.823237999999996
1998,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54593,26569.19878077315,53.823237999999996
1999,20149,Pottawatomie,Corn,Alluvial,Groundwater,54593,53150.73237992178,53.823237999999996
2000,20149,Pottawatomie,Corn,Alluvial,Groundwater,54593,59638.84684542163,53.823237999999996
2001,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54593,78239.75295563792,53.418552
2002,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54593,116921.74338112753,53.823237999999996
2003,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54593,84888.22006001894,53.823237999999996
2004,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54593,35980.66520126058,53.823237999999996
2005,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54593,58874.08810614217,53.823237999999996
2006,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54593,80312.00244271773,53.823237999999996
2007,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54593,59046.77556339882,53.823237999999996
2008,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54593,28345.41262684155,53.823237999999996
2009,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54593,8856.39959359105,53.823237999999996
2010,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54593,38978.026066501,53.823237999999996
2011,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54593,127554.35682078697,53.823237999999996
2012,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54593,146155.26293100326,53.823237999999996
2013,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54593,92572.81190793986,53.823237999999996
2014,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54593,84394.82732499995,53.823237999999996
2015,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54593,26569.19878077315,53.823237999999996
2016,20149,Pottawatomie,Other Crop,Alluvial,Groundwater,54593,38854.67788274625,53.823237999999996
2017,20149,Pottawatomie,Other Crop,Alluvial,Groundwater,54593,82643.2831156825,53.823237999999996
2018,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54593,103131.41643734647,53.823237999999996
2019,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54593,29603.56410114,53.823237999999996
2020,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54593,48882.885222007426,53.823237999999996
2023,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,54593,73811.5531588424,50.990435999999995
1990,20149,Pottawatomie,Corn,Alluvial,Groundwater,54598,47242.35437806924,48.56232
1991,20149,Pottawatomie,Corn,Alluvial,Groundwater,54598,140937.63475817736,54.227924
1992,20149,Pottawatomie,Corn,Alluvial,Groundwater,54598,76697.90065870354,54.227924
1993,20149,Pottawatomie,Corn,Alluvial,Groundwater,54598,148.01782050569997,54.227924
1994,20149,Pottawatomie,Corn,Alluvial,Groundwater,54598,88823.02712179547,54.227924
1995,20149,Pottawatomie,Corn,Alluvial,Groundwater,54598,120054.78724849816,54.227924
1996,20149,Pottawatomie,Corn,Alluvial,Groundwater,54598,131452.15942743706,54.227924
1997,20149,Pottawatomie,Corn,Alluvial,Groundwater,54598,163966.74066518917,54.227924
1998,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54598,99850.35474947012,54.227924
1999,20149,Pottawatomie,Corn,Alluvial,Groundwater,54598,103242.42980272575,54.227924
2000,20149,Pottawatomie,Corn,Alluvial,Groundwater,54598,55642.36569176772,29.137392
2001,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,54598,178645.17453200443,29.137392
2002,20149,Pottawatomie,Corn,Alluvial,Groundwater,54598,136028.3770447383,32.37488
2003,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,54598,91820.3879870359,32.37488
2004,20149,Pottawatomie,Corn,Alluvial,Groundwater,54598,26630.872872650525,32.37488
2005,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,54598,119438.04632972441,32.37488
2006,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54598,55593.02641826582,32.37488
2007,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54598,22868.753268130647,32.37488
2008,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54598,19291.6559392429,32.37488
2009,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54598,6426.440373622475,32.37488
2010,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54598,38213.26732722155,32.37488
2011,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54598,68137.5367061239,23.067102
2012,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54598,50437.07233731727,18.615555999999998
2013,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54598,17071.3886316574,13.759324
2014,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54598,5982.386912105374,4.04686
2015,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54598,34179.78171844123,49.371691999999996
2016,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54598,18218.526740576574,40.4686
2017,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54598,58652.061375383615,29.137392
2018,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,54598,41259.96746596388,32.37488
2019,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54598,60206.24849069348,30.756135999999998
2020,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54598,10583.27416615755,50.58575
2021,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54598,74341.95034898783,72.84348
2022,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54598,36338.374934149346,56.65604
2023,20149,Pottawatomie,Corn,Alluvial,Groundwater,54598,52459.982550895176,42.49203
1990,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54866,67459.12169547277,20.638986
1991,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54866,62858.234441420595,19.829614
1992,20149,Pottawatomie,Corn,Alluvial,Groundwater,54866,11348.032905436998,20.2343
1994,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54866,21462.5839733265,24.28116
1995,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54866,30047.6175626571,27.518648
1996,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,54866,25298.712488099227,24.28116
1997,20149,Pottawatomie,Other Crop,Non-alluvial,Groundwater,60074,2725.994860979975,3.237488
1998,20149,Pottawatomie,Other Crop,Non-alluvial,Groundwater,60074,1011.4551067889499,3.237488
1999,20149,Pottawatomie,Other Crop,Non-alluvial,Groundwater,60074,3404.4098716310996,4.04686
2000,20149,Pottawatomie,Other Crop,Non-alluvial,Groundwater,60074,7240.538386403825,10.11715
2001,20149,Pottawatomie,Other Crop,Non-alluvial,Groundwater,60074,2010.5753952024247,12.14058
2002,20149,Pottawatomie,Other Crop,Non-alluvial,Groundwater,60074,5711.020907844924,12.14058
2003,20149,Pottawatomie,Other Crop,Non-alluvial,Groundwater,60074,2479.2984934704746,12.14058
2004,20149,Pottawatomie,Other Crop,Non-alluvial,Groundwater,60074,1048.459561915375,12.14058
2005,20149,Pottawatomie,Other Crop,Non-alluvial,Groundwater,60074,1529.5174785589,12.14058
2006,20149,Pottawatomie,Other Crop,Non-alluvial,Groundwater,60074,1036.1247435399,12.14058
2008,20149,Pottawatomie,Other Crop,Non-alluvial,Groundwater,60074,209.691912383075,12.14058
2009,20149,Pottawatomie,Other Crop,Non-alluvial,Groundwater,60074,246.6963675095,12.14058
2010,20149,Pottawatomie,Other Crop,Non-alluvial,Groundwater,60074,875.7721046587249,12.14058
2011,20149,Pottawatomie,Other Crop,Non-alluvial,Groundwater,60074,3429.0795083820494,12.14058
2012,20149,Pottawatomie,Other Crop,Non-alluvial,Groundwater,60074,4502.208707048375,12.14058
2013,20149,Pottawatomie,Other Crop,Non-alluvial,Groundwater,60074,2725.994860979975,12.14058
2014,20149,Pottawatomie,Other Crop,Non-alluvial,Groundwater,60074,1480.1782050569998,2.02343
2016,20149,Pottawatomie,Other Crop,Non-alluvial,Groundwater,60074,222.02673075854997,8.09372
2017,20149,Pottawatomie,Other Crop,Non-alluvial,Groundwater,60074,468.72309826804997,8.09372
2018,20149,Pottawatomie,Other Crop,Non-alluvial,Groundwater,60074,283.700822635925,8.09372
2019,20149,Pottawatomie,Other Crop,Non-alluvial,Groundwater,60074,148.01782050569997,6.07029
2020,20149,Pottawatomie,Other Crop,Non-alluvial,Groundwater,60074,185.02227563212497,6.07029
2021,20149,Pottawatomie,Other Crop,Non-alluvial,Groundwater,60074,246.6963675095,6.07029
2022,20149,Pottawatomie,Other Crop,Non-alluvial,Groundwater,60074,974.450651662525,6.07029
2023,20149,Pottawatomie,Other Crop,Non-alluvial,Groundwater,60074,629.075737149225,6.07029
2007,20149,Pottawatomie,Other Crop,Non-alluvial,Groundwater,60076,555.066826896375,12.14058
1997,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,60114,108299.7053366705,56.65604
1998,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,60114,54667.915040105196,54.63261
1999,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,60114,71862.65185551734,54.63261
2000,20149,Pottawatomie,Unknown,Alluvial,Groundwater,60114,77586.00758173775,54.63261
2001,20149,Pottawatomie,Unknown,Alluvial,Groundwater,60114,83963.10868185831,54.63261
2002,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,60114,142528.82632861362,53.418552
2003,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,60114,64252.068917849276,54.63261
2004,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,60114,14407.067862554799,27.113962
2005,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,60114,65152.510659258944,54.63261
2006,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,60114,106449.48258034924,54.63261
2007,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,60114,29467.881099009774,54.63261
2008,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,60114,10805.300896916098,54.63261
2010,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,60114,36461.7231179041,54.63261
2011,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,60114,96791.31979235233,54.63261
2012,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,60114,119882.09979124152,54.63261
2013,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,60114,72035.339312774,54.63261
2014,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,60114,65016.82765712872,54.63261
